,sim_name,method,expected_theta,theta_prom,error,est_theta_list,mic_array.d,mic_array.n,mic_array.position,source.position,mic-source distance
0,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,62.499,64.61,0.00014,"[0.0, 64.61, 64.61]",0.1,3,"[9, 2, 1]","[18, 19, 1]",19.165659393822065
1,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,62.499,64.61,0.00014,"[0.0, 64.61, 64.61]",0.1,3,"[9, 2, 1]","[18, 19, 1]",19.165659393822065
2,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,62.499,64.61,0.00014,"[0.0, 64.61, 64.61]",0.1,3,"[9, 2, 1]","[18, 19, 1]",19.165659393822065
3,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,62.499,64.61,0.00014,"[0.0, 64.61, 64.61]",0.1,3,"[9, 2, 1]","[18, 19, 1]",19.165659393822065
4,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,62.499,64.61,0.00014,"[0.0, 64.61, 64.61]",0.1,3,"[9, 2, 1]","[18, 19, 1]",19.165659393822065
5,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,62.499,64.61,0.00014,"[0.0, 64.61, 64.61]",0.1,3,"[9, 2, 1]","[18, 19, 1]",19.165659393822065
6,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,62.632,64.103,7e-05,"[0.0, 64.61, 64.61, 63.09]",0.1,4,"[9, 2, 1]","[18, 19, 1]",19.14262259984248
7,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,62.632,64.103,7e-05,"[0.0, 64.61, 64.61, 63.09]",0.1,4,"[9, 2, 1]","[18, 19, 1]",19.14262259984248
8,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,62.632,64.103,7e-05,"[0.0, 64.61, 64.61, 63.09]",0.1,4,"[9, 2, 1]","[18, 19, 1]",19.14262259984248
9,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,62.632,64.103,7e-05,"[0.0, 64.61, 64.61, 63.09]",0.1,4,"[9, 2, 1]","[18, 19, 1]",19.14262259984248
10,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,62.632,64.103,7e-05,"[0.0, 64.61, 64.61, 63.09]",0.1,4,"[9, 2, 1]","[18, 19, 1]",19.14262259984248
11,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,62.632,64.103,7e-05,"[0.0, 64.61, 64.61, 63.09]",0.1,4,"[9, 2, 1]","[18, 19, 1]",19.14262259984248
12,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,62.765,63.658,2e-05,"[0.0, 64.61, 64.61, 63.09, 62.32]",0.1,5,"[9, 2, 1]","[18, 19, 1]",19.119688804998894
13,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,62.765,63.658,2e-05,"[0.0, 64.61, 64.61, 63.09, 62.32]",0.1,5,"[9, 2, 1]","[18, 19, 1]",19.119688804998894
14,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,62.765,63.658,2e-05,"[0.0, 64.61, 64.61, 63.09, 62.32]",0.1,5,"[9, 2, 1]","[18, 19, 1]",19.119688804998894
15,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,62.765,63.658,2e-05,"[0.0, 64.61, 64.61, 63.09, 62.32]",0.1,5,"[9, 2, 1]","[18, 19, 1]",19.119688804998894
16,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,62.765,63.658,2e-05,"[0.0, 64.61, 64.61, 63.09, 62.32]",0.1,5,"[9, 2, 1]","[18, 19, 1]",19.119688804998894
17,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,62.765,63.658,2e-05,"[0.0, 64.61, 64.61, 63.09, 62.32]",0.1,5,"[9, 2, 1]","[18, 19, 1]",19.119688804998894
18,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,45.332,48.61,0.00033,"[0.0, 49.97, 47.25]",0.1,3,"[5, 6, 1]","[18, 19, 1]",18.27901802614134
19,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,45.332,48.61,0.00033,"[0.0, 49.97, 47.25]",0.1,3,"[5, 6, 1]","[18, 19, 1]",18.27901802614134
20,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,45.332,48.61,0.00033,"[0.0, 49.97, 47.25]",0.1,3,"[5, 6, 1]","[18, 19, 1]",18.27901802614134
21,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,45.332,48.61,0.00033,"[0.0, 49.97, 47.25]",0.1,3,"[5, 6, 1]","[18, 19, 1]",18.27901802614134
22,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,45.332,48.61,0.00033,"[0.0, 49.97, 47.25]",0.1,3,"[5, 6, 1]","[18, 19, 1]",18.27901802614134
23,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,45.332,48.61,0.00033,"[0.0, 49.97, 47.25]",0.1,3,"[5, 6, 1]","[18, 19, 1]",18.27901802614134
24,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,45.444,47.843,0.00018,"[0.0, 49.97, 47.25, 46.31]",0.1,4,"[5, 6, 1]","[18, 19, 1]",18.243903091169937
25,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,45.444,47.843,0.00018,"[0.0, 49.97, 47.25, 46.31]",0.1,4,"[5, 6, 1]","[18, 19, 1]",18.243903091169937
26,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,45.444,47.843,0.00018,"[0.0, 49.97, 47.25, 46.31]",0.1,4,"[5, 6, 1]","[18, 19, 1]",18.243903091169937
27,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,45.444,47.843,0.00018,"[0.0, 49.97, 47.25, 46.31]",0.1,4,"[5, 6, 1]","[18, 19, 1]",18.243903091169937
28,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,45.444,47.843,0.00018,"[0.0, 49.97, 47.25, 46.31]",0.1,4,"[5, 6, 1]","[18, 19, 1]",18.243903091169937
29,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,45.444,47.843,0.00018,"[0.0, 49.97, 47.25, 46.31]",0.1,4,"[5, 6, 1]","[18, 19, 1]",18.243903091169937
30,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,45.556,47.342,0.0001,"[0.0, 49.97, 47.25, 46.31, 45.84]",0.1,5,"[5, 6, 1]","[18, 19, 1]",18.208857734630143
31,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,45.556,47.342,0.0001,"[0.0, 49.97, 47.25, 46.31, 45.84]",0.1,5,"[5, 6, 1]","[18, 19, 1]",18.208857734630143
32,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,45.556,47.342,0.0001,"[0.0, 49.97, 47.25, 46.31, 45.84]",0.1,5,"[5, 6, 1]","[18, 19, 1]",18.208857734630143
33,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,45.556,47.342,0.0001,"[0.0, 49.97, 47.25, 46.31, 45.84]",0.1,5,"[5, 6, 1]","[18, 19, 1]",18.208857734630143
34,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,45.556,47.342,0.0001,"[0.0, 49.97, 47.25, 46.31, 45.84]",0.1,5,"[5, 6, 1]","[18, 19, 1]",18.208857734630143
35,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,45.556,47.342,0.0001,"[0.0, 49.97, 47.25, 46.31, 45.84]",0.1,5,"[5, 6, 1]","[18, 19, 1]",18.208857734630143
36,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,38.457,42.885,0.00061,"[0.0, 44.39, 41.38]",0.1,3,"[4, 8, 1]","[18, 19, 1]",17.686788854961772
37,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,38.457,42.885,0.00061,"[0.0, 44.39, 41.38]",0.1,3,"[4, 8, 1]","[18, 19, 1]",17.686788854961772
38,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,38.457,42.885,0.00061,"[0.0, 44.39, 41.38]",0.1,3,"[4, 8, 1]","[18, 19, 1]",17.686788854961772
39,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,38.457,42.885,0.00061,"[0.0, 44.39, 41.38]",0.1,3,"[4, 8, 1]","[18, 19, 1]",17.686788854961772
40,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,38.457,42.885,0.00061,"[0.0, 44.39, 41.38]",0.1,3,"[4, 8, 1]","[18, 19, 1]",17.686788854961772
41,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,38.457,42.885,0.00061,"[0.0, 44.39, 41.38]",0.1,3,"[4, 8, 1]","[18, 19, 1]",17.686788854961772
42,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,38.558,42.037,0.00037,"[0.0, 44.39, 41.38, 40.34]",0.1,4,"[4, 8, 1]","[18, 19, 1]",17.647662734764626
43,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,38.558,42.037,0.00037,"[0.0, 44.39, 41.38, 40.34]",0.1,4,"[4, 8, 1]","[18, 19, 1]",17.647662734764626
44,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,38.558,42.037,0.00037,"[0.0, 44.39, 41.38, 40.34]",0.1,4,"[4, 8, 1]","[18, 19, 1]",17.647662734764626
45,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,38.558,42.037,0.00037,"[0.0, 44.39, 41.38, 40.34]",0.1,4,"[4, 8, 1]","[18, 19, 1]",17.647662734764626
46,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,38.558,42.037,0.00037,"[0.0, 44.39, 41.38, 40.34]",0.1,4,"[4, 8, 1]","[18, 19, 1]",17.647662734764626
47,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,38.558,42.037,0.00037,"[0.0, 44.39, 41.38, 40.34]",0.1,4,"[4, 8, 1]","[18, 19, 1]",17.647662734764626
48,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,38.66,41.48,0.00025,"[0.0, 44.39, 41.38, 40.34, 39.81]",0.1,5,"[4, 8, 1]","[18, 19, 1]",17.608591652940333
49,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,38.66,41.48,0.00025,"[0.0, 44.39, 41.38, 40.34, 39.81]",0.1,5,"[4, 8, 1]","[18, 19, 1]",17.608591652940333
50,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,38.66,41.48,0.00025,"[0.0, 44.39, 41.38, 40.34, 39.81]",0.1,5,"[4, 8, 1]","[18, 19, 1]",17.608591652940333
51,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,38.66,41.48,0.00025,"[0.0, 44.39, 41.38, 40.34, 39.81]",0.1,5,"[4, 8, 1]","[18, 19, 1]",17.608591652940333
52,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,38.66,41.48,0.00025,"[0.0, 44.39, 41.38, 40.34, 39.81]",0.1,5,"[4, 8, 1]","[18, 19, 1]",17.608591652940333
53,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,38.66,41.48,0.00025,"[0.0, 44.39, 41.38, 40.34, 39.81]",0.1,5,"[4, 8, 1]","[18, 19, 1]",17.608591652940333
54,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",Classic,47.453,49.97,0.0002,"[0.0, 49.97, 49.97]",0.1,3,"[5, 5, 1]","[18, 19, 1]",19.00322341077955
55,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ROTH,47.453,49.97,0.0002,"[0.0, 49.97, 49.97]",0.1,3,"[5, 5, 1]","[18, 19, 1]",19.00322341077955
56,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",PHAT,47.453,49.97,0.0002,"[0.0, 49.97, 49.97]",0.1,3,"[5, 5, 1]","[18, 19, 1]",19.00322341077955
57,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",SCOT,47.453,49.97,0.0002,"[0.0, 49.97, 49.97]",0.1,3,"[5, 5, 1]","[18, 19, 1]",19.00322341077955
58,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ECKART,47.453,49.97,0.0002,"[0.0, 49.97, 49.97]",0.1,3,"[5, 5, 1]","[18, 19, 1]",19.00322341077955
59,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",HT,47.453,49.97,0.0002,"[0.0, 49.97, 49.97]",0.1,3,"[5, 5, 1]","[18, 19, 1]",19.00322341077955
60,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",Classic,47.564,49.37,0.0001,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[5, 5, 1]","[18, 19, 1]",18.969449122207003
61,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ROTH,47.564,49.37,0.0001,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[5, 5, 1]","[18, 19, 1]",18.969449122207003
62,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",PHAT,47.564,49.37,0.0001,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[5, 5, 1]","[18, 19, 1]",18.969449122207003
63,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",SCOT,47.564,49.37,0.0001,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[5, 5, 1]","[18, 19, 1]",18.969449122207003
64,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ECKART,47.564,49.37,0.0001,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[5, 5, 1]","[18, 19, 1]",18.969449122207003
65,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",HT,47.564,49.37,0.0001,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[5, 5, 1]","[18, 19, 1]",18.969449122207003
66,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",Classic,47.675,49.183,7e-05,"[0.0, 49.97, 49.97, 48.17, 48.62]",0.1,5,"[5, 5, 1]","[18, 19, 1]",18.9357466184991
67,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ROTH,47.675,49.183,7e-05,"[0.0, 49.97, 49.97, 48.17, 48.62]",0.1,5,"[5, 5, 1]","[18, 19, 1]",18.9357466184991
68,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",PHAT,47.675,49.183,7e-05,"[0.0, 49.97, 49.97, 48.17, 48.62]",0.1,5,"[5, 5, 1]","[18, 19, 1]",18.9357466184991
69,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",SCOT,47.675,49.183,7e-05,"[0.0, 49.97, 49.97, 48.17, 48.62]",0.1,5,"[5, 5, 1]","[18, 19, 1]",18.9357466184991
70,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ECKART,47.675,49.183,7e-05,"[0.0, 49.97, 49.97, 48.17, 48.62]",0.1,5,"[5, 5, 1]","[18, 19, 1]",18.9357466184991
71,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",HT,47.675,49.183,7e-05,"[0.0, 49.97, 49.97, 48.17, 48.62]",0.1,5,"[5, 5, 1]","[18, 19, 1]",18.9357466184991
72,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",Classic,46.787,49.97,0.00031,"[0.0, 49.97, 49.97]",0.1,3,"[0, 0, 1]","[18, 19, 1]",26.069570383878595
73,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ROTH,46.787,49.97,0.00031,"[0.0, 49.97, 49.97]",0.1,3,"[0, 0, 1]","[18, 19, 1]",26.069570383878595
74,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",PHAT,46.787,49.97,0.00031,"[0.0, 49.97, 49.97]",0.1,3,"[0, 0, 1]","[18, 19, 1]",26.069570383878595
75,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",SCOT,46.787,49.97,0.00031,"[0.0, 49.97, 49.97]",0.1,3,"[0, 0, 1]","[18, 19, 1]",26.069570383878595
76,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ECKART,46.787,49.97,0.00031,"[0.0, 49.97, 49.97]",0.1,3,"[0, 0, 1]","[18, 19, 1]",26.069570383878595
77,"sim_Anechoich_d0.1_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",HT,46.787,49.97,0.00031,"[0.0, 49.97, 49.97]",0.1,3,"[0, 0, 1]","[18, 19, 1]",26.069570383878595
78,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",Classic,46.868,49.37,0.00019,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[0, 0, 1]","[18, 19, 1]",26.03536056980967
79,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ROTH,46.868,49.37,0.00019,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[0, 0, 1]","[18, 19, 1]",26.03536056980967
80,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",PHAT,46.868,49.37,0.00019,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[0, 0, 1]","[18, 19, 1]",26.03536056980967
81,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",SCOT,46.868,49.37,0.00019,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[0, 0, 1]","[18, 19, 1]",26.03536056980967
82,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ECKART,46.868,49.37,0.00019,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[0, 0, 1]","[18, 19, 1]",26.03536056980967
83,"sim_Anechoich_d0.1_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",HT,46.868,49.37,0.00019,"[0.0, 49.97, 49.97, 48.17]",0.1,4,"[0, 0, 1]","[18, 19, 1]",26.03536056980967
84,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",Classic,46.948,48.84,0.00011,"[0.0, 49.97, 49.97, 48.17, 47.25]",0.1,5,"[0, 0, 1]","[18, 19, 1]",26.001201895297072
85,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ROTH,46.948,48.84,0.00011,"[0.0, 49.97, 49.97, 48.17, 47.25]",0.1,5,"[0, 0, 1]","[18, 19, 1]",26.001201895297072
86,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",PHAT,46.948,48.84,0.00011,"[0.0, 49.97, 49.97, 48.17, 47.25]",0.1,5,"[0, 0, 1]","[18, 19, 1]",26.001201895297072
87,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",SCOT,46.948,48.84,0.00011,"[0.0, 49.97, 49.97, 48.17, 47.25]",0.1,5,"[0, 0, 1]","[18, 19, 1]",26.001201895297072
88,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ECKART,46.948,48.84,0.00011,"[0.0, 49.97, 49.97, 48.17, 47.25]",0.1,5,"[0, 0, 1]","[18, 19, 1]",26.001201895297072
89,"sim_Anechoich_d0.1_n5_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",HT,46.948,48.84,0.00011,"[0.0, 49.97, 49.97, 48.17, 47.25]",0.1,5,"[0, 0, 1]","[18, 19, 1]",26.001201895297072
90,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,112.811,114.265,7e-05,"[0.0, 115.39, 113.14]",0.1,3,"[9, 2, 1]","[2, 19, 1]",18.442410363073478
91,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,112.811,114.265,7e-05,"[0.0, 115.39, 113.14]",0.1,3,"[9, 2, 1]","[2, 19, 1]",18.442410363073478
92,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,112.811,114.265,7e-05,"[0.0, 115.39, 113.14]",0.1,3,"[9, 2, 1]","[2, 19, 1]",18.442410363073478
93,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,112.811,114.265,7e-05,"[0.0, 115.39, 113.14]",0.1,3,"[9, 2, 1]","[2, 19, 1]",18.442410363073478
94,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,112.811,114.265,7e-05,"[0.0, 115.39, 113.14]",0.1,3,"[9, 2, 1]","[2, 19, 1]",18.442410363073478
95,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,112.811,114.265,7e-05,"[0.0, 115.39, 113.14]",0.1,3,"[9, 2, 1]","[2, 19, 1]",18.442410363073478
96,"sim_Anechoich_d0.1_n4_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,112.954,114.14,4e-05,"[0.0, 115.39, 113.14, 113.89]",0.1,4,"[9, 2, 1]","[2, 19, 1]",18.461852561430558
97,"sim_Anechoich_d0.1_n4_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,112.954,114.14,4e-05,"[0.0, 115.39, 113.14, 113.89]",0.1,4,"[9, 2, 1]","[2, 19, 1]",18.461852561430558
98,"sim_Anechoich_d0.1_n4_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,112.954,114.14,4e-05,"[0.0, 115.39, 113.14, 113.89]",0.1,4,"[9, 2, 1]","[2, 19, 1]",18.461852561430558
99,"sim_Anechoich_d0.1_n4_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,112.954,114.14,4e-05,"[0.0, 115.39, 113.14, 113.89]",0.1,4,"[9, 2, 1]","[2, 19, 1]",18.461852561430558
100,"sim_Anechoich_d0.1_n4_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,112.954,114.14,4e-05,"[0.0, 115.39, 113.14, 113.89]",0.1,4,"[9, 2, 1]","[2, 19, 1]",18.461852561430558
101,"sim_Anechoich_d0.1_n4_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,112.954,114.14,4e-05,"[0.0, 115.39, 113.14, 113.89]",0.1,4,"[9, 2, 1]","[2, 19, 1]",18.461852561430558
102,"sim_Anechoich_d0.1_n5_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,113.097,113.89,2e-05,"[0.0, 115.39, 113.14, 113.89, 113.14]",0.1,5,"[9, 2, 1]","[2, 19, 1]",18.48140957827622
103,"sim_Anechoich_d0.1_n5_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,113.097,113.89,2e-05,"[0.0, 115.39, 113.14, 113.89, 113.14]",0.1,5,"[9, 2, 1]","[2, 19, 1]",18.48140957827622
104,"sim_Anechoich_d0.1_n5_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,113.097,113.89,2e-05,"[0.0, 115.39, 113.14, 113.89, 113.14]",0.1,5,"[9, 2, 1]","[2, 19, 1]",18.48140957827622
105,"sim_Anechoich_d0.1_n5_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,113.097,113.89,2e-05,"[0.0, 115.39, 113.14, 113.89, 113.14]",0.1,5,"[9, 2, 1]","[2, 19, 1]",18.48140957827622
106,"sim_Anechoich_d0.1_n5_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,113.097,113.89,2e-05,"[0.0, 115.39, 113.14, 113.89, 113.14]",0.1,5,"[9, 2, 1]","[2, 19, 1]",18.48140957827622
107,"sim_Anechoich_d0.1_n5_s[2.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,113.097,113.89,2e-05,"[0.0, 115.39, 113.14, 113.89, 113.14]",0.1,5,"[9, 2, 1]","[2, 19, 1]",18.48140957827622
108,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,103.621,105.545,0.00011,"[0.0, 106.61, 104.48]",0.1,3,"[5, 6, 1]","[2, 19, 1]",13.376191535710007
109,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,103.621,105.545,0.00011,"[0.0, 106.61, 104.48]",0.1,3,"[5, 6, 1]","[2, 19, 1]",13.376191535710007
110,"sim_Anechoich_d0.1_n3_s[2.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,103.621,105.545,0.00011,"[0.0, 106.61, 104.48]",0.1,3,"[5, 6, 1]","[2, 19, 1]",13.376191535710007
