,sim_name,method,expected_theta,theta_prom,error,est_theta_list,mic_array.d,mic_array.n,mic_array.position,source.position,mic-source distance
2641,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,6.0,1.0,]",ROTH,85.711,86.07,0.0,"[0.0, 90.0, 85.9, 84.53, 83.85]",0.1,5,"[5, 6, 1]","[6, 16, 1]",10.02808556006579
2642,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,6.0,1.0,]",PHAT,85.711,86.07,0.0,"[0.0, 90.0, 85.9, 84.53, 83.85]",0.1,5,"[5, 6, 1]","[6, 16, 1]",10.02808556006579
2643,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,6.0,1.0,]",SCOT,85.711,86.07,0.0,"[0.0, 90.0, 85.9, 84.53, 83.85]",0.1,5,"[5, 6, 1]","[6, 16, 1]",10.02808556006579
2644,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,6.0,1.0,]",ECKART,85.711,86.07,0.0,"[0.0, 90.0, 85.9, 84.53, 83.85]",0.1,5,"[5, 6, 1]","[6, 16, 1]",10.02808556006579
2645,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,6.0,1.0,]",HT,85.711,86.07,0.0,"[0.0, 90.0, 85.9, 84.53, 83.85]",0.1,5,"[5, 6, 1]","[6, 16, 1]",10.02808556006579
2646,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",Classic,76.979,79.7,0.00023,"[0.0, 81.78, 77.62]",0.1,3,"[4, 8, 1]","[6, 16, 1]",8.211120508188879
2647,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",ROTH,76.979,79.7,0.00023,"[0.0, 81.78, 77.62]",0.1,3,"[4, 8, 1]","[6, 16, 1]",8.211120508188879
2648,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",PHAT,76.979,79.7,0.00023,"[0.0, 81.78, 77.62]",0.1,3,"[4, 8, 1]","[6, 16, 1]",8.211120508188879
2649,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",SCOT,76.979,79.7,0.00023,"[0.0, 81.78, 77.62]",0.1,3,"[4, 8, 1]","[6, 16, 1]",8.211120508188879
2650,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",ECKART,76.979,79.7,0.00023,"[0.0, 81.78, 77.62]",0.1,3,"[4, 8, 1]","[6, 16, 1]",8.211120508188879
2651,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",HT,76.979,79.7,0.00023,"[0.0, 81.78, 77.62]",0.1,3,"[4, 8, 1]","[6, 16, 1]",8.211120508188879
2652,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",Classic,77.32,78.54,5e-05,"[0.0, 81.78, 77.62, 76.22]",0.1,4,"[4, 8, 1]","[6, 16, 1]",8.2
2653,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",ROTH,77.32,78.54,5e-05,"[0.0, 81.78, 77.62, 76.22]",0.1,4,"[4, 8, 1]","[6, 16, 1]",8.2
2654,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",PHAT,77.32,78.54,5e-05,"[0.0, 81.78, 77.62, 76.22]",0.1,4,"[4, 8, 1]","[6, 16, 1]",8.2
2655,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",SCOT,77.32,78.54,5e-05,"[0.0, 81.78, 77.62, 76.22]",0.1,4,"[4, 8, 1]","[6, 16, 1]",8.2
2656,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",ECKART,77.32,78.54,5e-05,"[0.0, 81.78, 77.62, 76.22]",0.1,4,"[4, 8, 1]","[6, 16, 1]",8.2
2657,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",HT,77.32,78.54,5e-05,"[0.0, 81.78, 77.62, 76.22]",0.1,4,"[4, 8, 1]","[6, 16, 1]",8.2
2658,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",Classic,77.661,77.785,0.0,"[0.0, 81.78, 77.62, 76.22, 75.52]",0.1,5,"[4, 8, 1]","[6, 16, 1]",8.1891696770796
2659,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",ROTH,77.661,77.785,0.0,"[0.0, 81.78, 77.62, 76.22, 75.52]",0.1,5,"[4, 8, 1]","[6, 16, 1]",8.1891696770796
2660,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",PHAT,77.661,77.785,0.0,"[0.0, 81.78, 77.62, 76.22, 75.52]",0.1,5,"[4, 8, 1]","[6, 16, 1]",8.1891696770796
2661,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",SCOT,77.661,77.785,0.0,"[0.0, 81.78, 77.62, 76.22, 75.52]",0.1,5,"[4, 8, 1]","[6, 16, 1]",8.1891696770796
2662,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",ECKART,77.661,77.785,0.0,"[0.0, 81.78, 77.62, 76.22, 75.52]",0.1,5,"[4, 8, 1]","[6, 16, 1]",8.1891696770796
2663,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[4.0,8.0,1.0,]",HT,77.661,77.785,0.0,"[0.0, 81.78, 77.62, 76.22, 75.52]",0.1,5,"[4, 8, 1]","[6, 16, 1]",8.1891696770796
2664,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",Classic,85.581,87.95,0.00017,"[0.0, 90.0, 85.9]",0.1,3,"[5, 5, 1]","[6, 16, 1]",11.032792031031855
2665,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ROTH,85.581,87.95,0.00017,"[0.0, 90.0, 85.9]",0.1,3,"[5, 5, 1]","[6, 16, 1]",11.032792031031855
2666,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",PHAT,85.581,87.95,0.00017,"[0.0, 90.0, 85.9]",0.1,3,"[5, 5, 1]","[6, 16, 1]",11.032792031031855
2667,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",SCOT,85.581,87.95,0.00017,"[0.0, 90.0, 85.9]",0.1,3,"[5, 5, 1]","[6, 16, 1]",11.032792031031855
2668,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ECKART,85.581,87.95,0.00017,"[0.0, 90.0, 85.9]",0.1,3,"[5, 5, 1]","[6, 16, 1]",11.032792031031855
2669,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",HT,85.581,87.95,0.00017,"[0.0, 90.0, 85.9]",0.1,3,"[5, 5, 1]","[6, 16, 1]",11.032792031031855
2670,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",Classic,85.84,87.267,6e-05,"[0.0, 90.0, 85.9, 85.9]",0.1,4,"[5, 5, 1]","[6, 16, 1]",11.02905254316979
2671,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ROTH,85.84,87.267,6e-05,"[0.0, 90.0, 85.9, 85.9]",0.1,4,"[5, 5, 1]","[6, 16, 1]",11.02905254316979
2672,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",PHAT,85.84,87.267,6e-05,"[0.0, 90.0, 85.9, 85.9]",0.1,4,"[5, 5, 1]","[6, 16, 1]",11.02905254316979
2673,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",SCOT,85.84,87.267,6e-05,"[0.0, 90.0, 85.9, 85.9]",0.1,4,"[5, 5, 1]","[6, 16, 1]",11.02905254316979
2674,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ECKART,85.84,87.267,6e-05,"[0.0, 90.0, 85.9, 85.9]",0.1,4,"[5, 5, 1]","[6, 16, 1]",11.02905254316979
2675,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",HT,85.84,87.267,6e-05,"[0.0, 90.0, 85.9, 85.9]",0.1,4,"[5, 5, 1]","[6, 16, 1]",11.02905254316979
2676,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",Classic,86.1,86.67,1e-05,"[0.0, 90.0, 85.9, 85.9, 84.88]",0.1,5,"[5, 5, 1]","[6, 16, 1]",11.025538535599972
2677,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ROTH,86.1,86.67,1e-05,"[0.0, 90.0, 85.9, 85.9, 84.88]",0.1,5,"[5, 5, 1]","[6, 16, 1]",11.025538535599972
2678,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",PHAT,86.1,86.67,1e-05,"[0.0, 90.0, 85.9, 85.9, 84.88]",0.1,5,"[5, 5, 1]","[6, 16, 1]",11.025538535599972
2679,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",SCOT,86.1,86.67,1e-05,"[0.0, 90.0, 85.9, 85.9, 84.88]",0.1,5,"[5, 5, 1]","[6, 16, 1]",11.025538535599972
2680,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ECKART,86.1,86.67,1e-05,"[0.0, 90.0, 85.9, 85.9, 84.88]",0.1,5,"[5, 5, 1]","[6, 16, 1]",11.025538535599972
2681,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",HT,86.1,86.67,1e-05,"[0.0, 90.0, 85.9, 85.9, 84.88]",0.1,5,"[5, 5, 1]","[6, 16, 1]",11.025538535599972
2682,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",Classic,69.916,72.315,0.00018,"[0.0, 73.39, 71.24]",0.1,3,"[0, 0, 1]","[6, 16, 1]",17.035917938285568
2683,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ROTH,69.916,72.315,0.00018,"[0.0, 73.39, 71.24]",0.1,3,"[0, 0, 1]","[6, 16, 1]",17.035917938285568
2684,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",PHAT,69.916,72.315,0.00018,"[0.0, 73.39, 71.24]",0.1,3,"[0, 0, 1]","[6, 16, 1]",17.035917938285568
2685,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",SCOT,69.916,72.315,0.00018,"[0.0, 73.39, 71.24]",0.1,3,"[0, 0, 1]","[6, 16, 1]",17.035917938285568
2686,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ECKART,69.916,72.315,0.00018,"[0.0, 73.39, 71.24]",0.1,3,"[0, 0, 1]","[6, 16, 1]",17.035917938285568
2687,"sim_Anechoich_d0.1_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",HT,69.916,72.315,0.00018,"[0.0, 73.39, 71.24]",0.1,3,"[0, 0, 1]","[6, 16, 1]",17.035917938285568
2688,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",Classic,70.074,71.717,8e-05,"[0.0, 73.39, 71.24, 70.52]",0.1,4,"[0, 0, 1]","[6, 16, 1]",17.018813119603845
2689,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ROTH,70.074,71.717,8e-05,"[0.0, 73.39, 71.24, 70.52]",0.1,4,"[0, 0, 1]","[6, 16, 1]",17.018813119603845
2690,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",PHAT,70.074,71.717,8e-05,"[0.0, 73.39, 71.24, 70.52]",0.1,4,"[0, 0, 1]","[6, 16, 1]",17.018813119603845
2691,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",SCOT,70.074,71.717,8e-05,"[0.0, 73.39, 71.24, 70.52]",0.1,4,"[0, 0, 1]","[6, 16, 1]",17.018813119603845
2692,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ECKART,70.074,71.717,8e-05,"[0.0, 73.39, 71.24, 70.52]",0.1,4,"[0, 0, 1]","[6, 16, 1]",17.018813119603845
2693,"sim_Anechoich_d0.1_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",HT,70.074,71.717,8e-05,"[0.0, 73.39, 71.24, 70.52]",0.1,4,"[0, 0, 1]","[6, 16, 1]",17.018813119603845
2694,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",Classic,70.233,71.327,4e-05,"[0.0, 73.39, 71.24, 70.52, 70.16]",0.1,5,"[0, 0, 1]","[6, 16, 1]",17.001838135919304
2695,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ROTH,70.233,71.327,4e-05,"[0.0, 73.39, 71.24, 70.52, 70.16]",0.1,5,"[0, 0, 1]","[6, 16, 1]",17.001838135919304
2696,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",PHAT,70.233,71.327,4e-05,"[0.0, 73.39, 71.24, 70.52, 70.16]",0.1,5,"[0, 0, 1]","[6, 16, 1]",17.001838135919304
2697,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",SCOT,70.233,71.327,4e-05,"[0.0, 73.39, 71.24, 70.52, 70.16]",0.1,5,"[0, 0, 1]","[6, 16, 1]",17.001838135919304
2698,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ECKART,70.233,71.327,4e-05,"[0.0, 73.39, 71.24, 70.52, 70.16]",0.1,5,"[0, 0, 1]","[6, 16, 1]",17.001838135919304
2699,"sim_Anechoich_d0.1_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",HT,70.233,71.327,4e-05,"[0.0, 73.39, 71.24, 70.52, 70.16]",0.1,5,"[0, 0, 1]","[6, 16, 1]",17.001838135919304
2700,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,62.898,63.465,1e-05,"[0.0, 64.61, 62.32]",0.2,3,"[9, 2, 1]","[18, 19, 1]",19.09685838037241
2701,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,62.898,63.465,1e-05,"[0.0, 64.61, 62.32]",0.2,3,"[9, 2, 1]","[18, 19, 1]",19.09685838037241
2702,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,62.898,63.465,1e-05,"[0.0, 64.61, 62.32]",0.2,3,"[9, 2, 1]","[18, 19, 1]",19.09685838037241
2703,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,62.898,63.465,1e-05,"[0.0, 64.61, 62.32]",0.2,3,"[9, 2, 1]","[18, 19, 1]",19.09685838037241
2704,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,62.898,63.465,1e-05,"[0.0, 64.61, 62.32]",0.2,3,"[9, 2, 1]","[18, 19, 1]",19.09685838037241
2705,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,62.898,63.465,1e-05,"[0.0, 64.61, 62.32]",0.2,3,"[9, 2, 1]","[18, 19, 1]",19.09685838037241
2706,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,63.166,63.083,0.0,"[0.0, 64.61, 62.32, 62.32]",0.2,4,"[9, 2, 1]","[18, 19, 1]",19.051509126575773
2707,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,63.166,63.083,0.0,"[0.0, 64.61, 62.32, 62.32]",0.2,4,"[9, 2, 1]","[18, 19, 1]",19.051509126575773
2708,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,63.166,63.083,0.0,"[0.0, 64.61, 62.32, 62.32]",0.2,4,"[9, 2, 1]","[18, 19, 1]",19.051509126575773
2709,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,63.166,63.083,0.0,"[0.0, 64.61, 62.32, 62.32]",0.2,4,"[9, 2, 1]","[18, 19, 1]",19.051509126575773
2710,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,63.166,63.083,0.0,"[0.0, 64.61, 62.32, 62.32]",0.2,4,"[9, 2, 1]","[18, 19, 1]",19.051509126575773
2711,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,63.166,63.083,0.0,"[0.0, 64.61, 62.32, 62.32]",0.2,4,"[9, 2, 1]","[18, 19, 1]",19.051509126575773
2712,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,63.435,62.748,1e-05,"[0.0, 64.61, 62.32, 62.32, 61.74]",0.2,5,"[9, 2, 1]","[18, 19, 1]",19.00657780874821
2713,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,63.435,62.748,1e-05,"[0.0, 64.61, 62.32, 62.32, 61.74]",0.2,5,"[9, 2, 1]","[18, 19, 1]",19.00657780874821
2714,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,63.435,62.748,1e-05,"[0.0, 64.61, 62.32, 62.32, 61.74]",0.2,5,"[9, 2, 1]","[18, 19, 1]",19.00657780874821
2715,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,63.435,62.748,1e-05,"[0.0, 64.61, 62.32, 62.32, 61.74]",0.2,5,"[9, 2, 1]","[18, 19, 1]",19.00657780874821
2716,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,63.435,62.748,1e-05,"[0.0, 64.61, 62.32, 62.32, 61.74]",0.2,5,"[9, 2, 1]","[18, 19, 1]",19.00657780874821
2717,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,63.435,62.748,1e-05,"[0.0, 64.61, 62.32, 62.32, 61.74]",0.2,5,"[9, 2, 1]","[18, 19, 1]",19.00657780874821
2718,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,45.669,46.545,2e-05,"[0.0, 47.25, 45.84]",0.2,3,"[5, 6, 1]","[18, 19, 1]",18.1738823590338
2719,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,45.669,46.545,2e-05,"[0.0, 47.25, 45.84]",0.2,3,"[5, 6, 1]","[18, 19, 1]",18.1738823590338
2720,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,45.669,46.545,2e-05,"[0.0, 47.25, 45.84]",0.2,3,"[5, 6, 1]","[18, 19, 1]",18.1738823590338
2721,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,45.669,46.545,2e-05,"[0.0, 47.25, 45.84]",0.2,3,"[5, 6, 1]","[18, 19, 1]",18.1738823590338
2722,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,45.669,46.545,2e-05,"[0.0, 47.25, 45.84]",0.2,3,"[5, 6, 1]","[18, 19, 1]",18.1738823590338
2723,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,45.669,46.545,2e-05,"[0.0, 47.25, 45.84]",0.2,3,"[5, 6, 1]","[18, 19, 1]",18.1738823590338
2724,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,45.895,46.15,0.0,"[0.0, 47.25, 45.84, 45.36]",0.2,4,"[5, 6, 1]","[18, 19, 1]",18.10414317221337
2725,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,45.895,46.15,0.0,"[0.0, 47.25, 45.84, 45.36]",0.2,4,"[5, 6, 1]","[18, 19, 1]",18.10414317221337
2726,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,45.895,46.15,0.0,"[0.0, 47.25, 45.84, 45.36]",0.2,4,"[5, 6, 1]","[18, 19, 1]",18.10414317221337
2727,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,45.895,46.15,0.0,"[0.0, 47.25, 45.84, 45.36]",0.2,4,"[5, 6, 1]","[18, 19, 1]",18.10414317221337
2728,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,45.895,46.15,0.0,"[0.0, 47.25, 45.84, 45.36]",0.2,4,"[5, 6, 1]","[18, 19, 1]",18.10414317221337
2729,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,45.895,46.15,0.0,"[0.0, 47.25, 45.84, 45.36]",0.2,4,"[5, 6, 1]","[18, 19, 1]",18.10414317221337
2730,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,46.123,45.892,0.0,"[0.0, 47.25, 45.84, 45.36, 45.12]",0.2,5,"[5, 6, 1]","[18, 19, 1]",18.034688796871432
2731,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,46.123,45.892,0.0,"[0.0, 47.25, 45.84, 45.36, 45.12]",0.2,5,"[5, 6, 1]","[18, 19, 1]",18.034688796871432
2732,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,46.123,45.892,0.0,"[0.0, 47.25, 45.84, 45.36, 45.12]",0.2,5,"[5, 6, 1]","[18, 19, 1]",18.034688796871432
2733,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,46.123,45.892,0.0,"[0.0, 47.25, 45.84, 45.36, 45.12]",0.2,5,"[5, 6, 1]","[18, 19, 1]",18.034688796871432
2734,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,46.123,45.892,0.0,"[0.0, 47.25, 45.84, 45.36, 45.12]",0.2,5,"[5, 6, 1]","[18, 19, 1]",18.034688796871432
2735,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,46.123,45.892,0.0,"[0.0, 47.25, 45.84, 45.36, 45.12]",0.2,5,"[5, 6, 1]","[18, 19, 1]",18.034688796871432
2736,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,38.762,40.595,0.0001,"[0.0, 41.38, 39.81]",0.2,3,"[4, 8, 1]","[18, 19, 1]",17.569575976670578
2737,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,38.762,40.595,0.0001,"[0.0, 41.38, 39.81]",0.2,3,"[4, 8, 1]","[18, 19, 1]",17.569575976670578
2738,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,38.762,40.595,0.0001,"[0.0, 41.38, 39.81]",0.2,3,"[4, 8, 1]","[18, 19, 1]",17.569575976670578
2739,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,38.762,40.595,0.0001,"[0.0, 41.38, 39.81]",0.2,3,"[4, 8, 1]","[18, 19, 1]",17.569575976670578
2740,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,38.762,40.595,0.0001,"[0.0, 41.38, 39.81]",0.2,3,"[4, 8, 1]","[18, 19, 1]",17.569575976670578
2741,"sim_Anechoich_d0.2_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,38.762,40.595,0.0001,"[0.0, 41.38, 39.81]",0.2,3,"[4, 8, 1]","[18, 19, 1]",17.569575976670578
2742,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,38.967,40.153,4e-05,"[0.0, 41.38, 39.81, 39.27]",0.2,4,"[4, 8, 1]","[18, 19, 1]",17.49171232326898
2743,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,38.967,40.153,4e-05,"[0.0, 41.38, 39.81, 39.27]",0.2,4,"[4, 8, 1]","[18, 19, 1]",17.49171232326898
2744,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,38.967,40.153,4e-05,"[0.0, 41.38, 39.81, 39.27]",0.2,4,"[4, 8, 1]","[18, 19, 1]",17.49171232326898
2745,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,38.967,40.153,4e-05,"[0.0, 41.38, 39.81, 39.27]",0.2,4,"[4, 8, 1]","[18, 19, 1]",17.49171232326898
2746,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,38.967,40.153,4e-05,"[0.0, 41.38, 39.81, 39.27]",0.2,4,"[4, 8, 1]","[18, 19, 1]",17.49171232326898
2747,"sim_Anechoich_d0.2_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,38.967,40.153,4e-05,"[0.0, 41.38, 39.81, 39.27]",0.2,4,"[4, 8, 1]","[18, 19, 1]",17.49171232326898
2748,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,39.174,39.66,1e-05,"[0.0, 41.38, 39.81, 39.27, 38.18]",0.2,5,"[4, 8, 1]","[18, 19, 1]",17.414074767267998
2749,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,39.174,39.66,1e-05,"[0.0, 41.38, 39.81, 39.27, 38.18]",0.2,5,"[4, 8, 1]","[18, 19, 1]",17.414074767267998
2750,"sim_Anechoich_d0.2_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,39.174,39.66,1e-05,"[0.0, 41.38, 39.81, 39.27, 38.18]",0.2,5,"[4, 8, 1]","[18, 19, 1]",17.414074767267998
