,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
1626,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[8.0,5.0,1.0]",Classic,120.964,103.64,0.00926,"[0.0, 104.06, 103.64, 103.22]",0.34545454545454546,0.5,"[8, 5, 1]","[6, 0, 1]"
1627,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[8.0,5.0,1.0]",ROTH,120.964,155.68,0.0372,"[0.0, 180.0, 107.04, 180.0]",0.34545454545454546,0.5,"[8, 5, 1]","[6, 0, 1]"
1628,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[8.0,5.0,1.0]",PHAT,120.964,155.68,0.0372,"[0.0, 180.0, 107.04, 180.0]",0.34545454545454546,0.5,"[8, 5, 1]","[6, 0, 1]"
1629,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[8.0,5.0,1.0]",SCOT,120.964,155.68,0.0372,"[0.0, 180.0, 107.04, 180.0]",0.34545454545454546,0.5,"[8, 5, 1]","[6, 0, 1]"
1630,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[8.0,5.0,1.0]",ECKART,120.964,99.52,0.01419,"[0.0, 94.92, 102.38, 101.26]",0.34545454545454546,0.5,"[8, 5, 1]","[6, 0, 1]"
1631,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[8.0,5.0,1.0]",HT,120.964,155.68,0.0372,"[0.0, 180.0, 107.04, 180.0]",0.34545454545454546,0.5,"[8, 5, 1]","[6, 0, 1]"
1632,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[5.0,6.0,1.0]",Classic,90.0,77.707,0.00466,"[0.0, 80.12, 77.62, 75.38]",0.34545454545454546,0.5,"[5, 6, 1]","[6, 0, 1]"
1633,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[5.0,6.0,1.0]",ROTH,90.0,70.213,0.01208,"[0.0, 79.29, 57.11, 74.24]",0.34545454545454546,0.5,"[5, 6, 1]","[6, 0, 1]"
1634,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[5.0,6.0,1.0]",PHAT,90.0,76.63,0.00552,"[0.0, 79.29, 76.36, 74.24]",0.34545454545454546,0.5,"[5, 6, 1]","[6, 0, 1]"
1635,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[5.0,6.0,1.0]",SCOT,90.0,76.63,0.00552,"[0.0, 79.29, 76.36, 74.24]",0.34545454545454546,0.5,"[5, 6, 1]","[6, 0, 1]"
1636,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[5.0,6.0,1.0]",ECKART,90.0,52.113,0.0443,"[0.0, 80.12, 0.0, 76.22]",0.34545454545454546,0.5,"[5, 6, 1]","[6, 0, 1]"
1637,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[5.0,6.0,1.0]",HT,90.0,76.63,0.00552,"[0.0, 79.29, 76.36, 74.24]",0.34545454545454546,0.5,"[5, 6, 1]","[6, 0, 1]"
1638,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[4.0,2.0,1.0]",Classic,63.435,40.603,0.01609,"[0.0, 44.39, 40.13, 37.29]",0.34545454545454546,0.5,"[4, 2, 1]","[6, 0, 1]"
1639,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[4.0,2.0,1.0]",ROTH,63.435,40.21,0.01665,"[0.0, 43.21, 40.13, 37.29]",0.34545454545454546,0.5,"[4, 2, 1]","[6, 0, 1]"
1640,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[4.0,2.0,1.0]",PHAT,63.435,40.21,0.01665,"[0.0, 43.21, 40.13, 37.29]",0.34545454545454546,0.5,"[4, 2, 1]","[6, 0, 1]"
1641,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[4.0,2.0,1.0]",SCOT,63.435,40.21,0.01665,"[0.0, 43.21, 40.13, 37.29]",0.34545454545454546,0.5,"[4, 2, 1]","[6, 0, 1]"
1642,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[4.0,2.0,1.0]",ECKART,63.435,95.293,0.03133,"[0.0, 58.08, 47.8, 180.0]",0.34545454545454546,0.5,"[4, 2, 1]","[6, 0, 1]"
1643,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[4.0,2.0,1.0]",HT,63.435,39.997,0.01696,"[0.0, 43.21, 39.49, 37.29]",0.34545454545454546,0.5,"[4, 2, 1]","[6, 0, 1]"
1644,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[10.0,6.0,1.0]",Classic,129.80599999999998,116.61,0.00537,"[0.0, 115.39, 116.3, 118.14]",0.34545454545454546,0.5,"[10, 6, 1]","[6, 0, 1]"
1645,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[10.0,6.0,1.0]",ROTH,129.80599999999998,160.963,0.02996,"[0.0, 122.89, 180.0, 180.0]",0.34545454545454546,0.5,"[10, 6, 1]","[6, 0, 1]"
1646,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[10.0,6.0,1.0]",PHAT,129.80599999999998,160.963,0.02996,"[0.0, 122.89, 180.0, 180.0]",0.34545454545454546,0.5,"[10, 6, 1]","[6, 0, 1]"
1647,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[10.0,6.0,1.0]",SCOT,129.80599999999998,160.963,0.02996,"[0.0, 122.89, 180.0, 180.0]",0.34545454545454546,0.5,"[10, 6, 1]","[6, 0, 1]"
1648,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[10.0,6.0,1.0]",ECKART,129.80599999999998,111.313,0.01055,"[0.0, 100.71, 118.14, 115.09]",0.34545454545454546,0.5,"[10, 6, 1]","[6, 0, 1]"
1649,"sim_T0.35s_d0.5_s[6.0,0.0,1.0]_m[10.0,6.0,1.0]",HT,129.80599999999998,107.6,0.01522,"[0.0, 89.18, 53.62, 180.0]",0.34545454545454546,0.5,"[10, 6, 1]","[6, 0, 1]"
1650,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,3.0,1.0]",Classic,126.87,96.62,0.02824,"[0.0, 101.88, 96.89, 91.09]",0.34545454545454546,0.625,"[4, 3, 1]","[3, 6, 1]"
1651,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,3.0,1.0]",ROTH,126.87,97.253,0.02707,"[0.0, 103.22, 97.23, 91.31]",0.34545454545454546,0.625,"[4, 3, 1]","[3, 6, 1]"
1652,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,3.0,1.0]",PHAT,126.87,97.253,0.02707,"[0.0, 103.22, 97.23, 91.31]",0.34545454545454546,0.625,"[4, 3, 1]","[3, 6, 1]"
1653,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,3.0,1.0]",SCOT,126.87,97.253,0.02707,"[0.0, 103.22, 97.23, 91.31]",0.34545454545454546,0.625,"[4, 3, 1]","[3, 6, 1]"
1654,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,3.0,1.0]",ECKART,126.87,97.097,0.02736,"[0.0, 101.21, 98.55, 91.53]",0.34545454545454546,0.625,"[4, 3, 1]","[3, 6, 1]"
1655,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,3.0,1.0]",HT,126.87,97.253,0.02707,"[0.0, 103.22, 97.23, 91.31]",0.34545454545454546,0.625,"[4, 3, 1]","[3, 6, 1]"
1656,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[8.0,5.0,1.0]",Classic,170.91,162.967,0.00195,"[0.0, 156.16, 166.37, 166.37]",0.34545454545454546,0.625,"[8, 5, 1]","[3, 6, 1]"
1657,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[8.0,5.0,1.0]",ROTH,170.91,171.403,1e-05,"[0.0, 180.0, 167.84, 166.37]",0.34545454545454546,0.625,"[8, 5, 1]","[3, 6, 1]"
1658,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[8.0,5.0,1.0]",PHAT,170.91,167.903,0.00028,"[0.0, 169.5, 167.84, 166.37]",0.34545454545454546,0.625,"[8, 5, 1]","[3, 6, 1]"
1659,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[8.0,5.0,1.0]",SCOT,170.91,167.903,0.00028,"[0.0, 169.5, 167.84, 166.37]",0.34545454545454546,0.625,"[8, 5, 1]","[3, 6, 1]"
1660,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[8.0,5.0,1.0]",ECKART,170.91,125.227,0.06441,"[0.0, 143.16, 144.27, 88.25]",0.34545454545454546,0.625,"[8, 5, 1]","[3, 6, 1]"
1661,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[8.0,5.0,1.0]",HT,170.91,167.903,0.00028,"[0.0, 169.5, 167.84, 166.37]",0.34545454545454546,0.625,"[8, 5, 1]","[3, 6, 1]"
1662,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[5.0,6.0,1.0]",Classic,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[3, 6, 1]"
1663,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[5.0,6.0,1.0]",ROTH,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[3, 6, 1]"
1664,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[5.0,6.0,1.0]",PHAT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[3, 6, 1]"
1665,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[5.0,6.0,1.0]",SCOT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[3, 6, 1]"
1666,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[5.0,6.0,1.0]",ECKART,180.0,173.213,0.00142,"[0.0, 159.64, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[3, 6, 1]"
1667,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[5.0,6.0,1.0]",HT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[3, 6, 1]"
1668,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,2.0,1.0]",Classic,119.358,93.793,0.02017,"[0.0, 97.23, 93.28, 90.87]",0.34545454545454546,0.625,"[4, 2, 1]","[3, 6, 1]"
1669,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,2.0,1.0]",ROTH,119.358,122.223,0.00025,"[0.0, 180.0, 95.58, 91.09]",0.34545454545454546,0.625,"[4, 2, 1]","[3, 6, 1]"
1670,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,2.0,1.0]",PHAT,119.358,95.737,0.01722,"[0.0, 100.54, 95.58, 91.09]",0.34545454545454546,0.625,"[4, 2, 1]","[3, 6, 1]"
1671,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,2.0,1.0]",SCOT,119.358,95.737,0.01722,"[0.0, 100.54, 95.58, 91.09]",0.34545454545454546,0.625,"[4, 2, 1]","[3, 6, 1]"
1672,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,2.0,1.0]",ECKART,119.358,94.413,0.0192,"[0.0, 97.89, 94.26, 91.09]",0.34545454545454546,0.625,"[4, 2, 1]","[3, 6, 1]"
1673,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[4.0,2.0,1.0]",HT,119.358,95.737,0.01722,"[0.0, 100.54, 95.58, 91.09]",0.34545454545454546,0.625,"[4, 2, 1]","[3, 6, 1]"
1674,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[10.0,6.0,1.0]",Classic,180.0,90.113,0.24937,"[0.0, 133.31, 137.03, 0.0]",0.34545454545454546,0.625,"[10, 6, 1]","[3, 6, 1]"
1675,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[10.0,6.0,1.0]",ROTH,180.0,165.677,0.00633,"[0.0, 180.0, 137.03, 180.0]",0.34545454545454546,0.625,"[10, 6, 1]","[3, 6, 1]"
1676,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[10.0,6.0,1.0]",PHAT,180.0,165.677,0.00633,"[0.0, 180.0, 137.03, 180.0]",0.34545454545454546,0.625,"[10, 6, 1]","[3, 6, 1]"
1677,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[10.0,6.0,1.0]",SCOT,180.0,165.677,0.00633,"[0.0, 180.0, 137.03, 180.0]",0.34545454545454546,0.625,"[10, 6, 1]","[3, 6, 1]"
1678,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[10.0,6.0,1.0]",ECKART,180.0,91.903,0.23954,"[0.0, 141.03, 134.68, 0.0]",0.34545454545454546,0.625,"[10, 6, 1]","[3, 6, 1]"
1679,"sim_T0.35s_d0.6_s[3.0,6.0,1.0]_m[10.0,6.0,1.0]",HT,180.0,165.677,0.00633,"[0.0, 180.0, 137.03, 180.0]",0.34545454545454546,0.625,"[10, 6, 1]","[3, 6, 1]"
1680,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,3.0,1.0]",Classic,144.78199999999998,127.827,0.00887,"[0.0, 131.54, 128.13, 123.81]",0.34545454545454546,0.625,"[4, 3, 1]","[1, 0, 1]"
1681,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,3.0,1.0]",ROTH,144.78199999999998,145.41,1e-05,"[0.0, 132.42, 180.0, 123.81]",0.34545454545454546,0.625,"[4, 3, 1]","[1, 0, 1]"
1682,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,3.0,1.0]",PHAT,144.78199999999998,161.27,0.00839,"[0.0, 180.0, 180.0, 123.81]",0.34545454545454546,0.625,"[4, 3, 1]","[1, 0, 1]"
1683,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,3.0,1.0]",SCOT,144.78199999999998,161.27,0.00839,"[0.0, 180.0, 180.0, 123.81]",0.34545454545454546,0.625,"[4, 3, 1]","[1, 0, 1]"
1684,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,3.0,1.0]",ECKART,144.78199999999998,144.467,0.0,"[0.0, 128.13, 125.27, 180.0]",0.34545454545454546,0.625,"[4, 3, 1]","[1, 0, 1]"
1685,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,3.0,1.0]",HT,144.78199999999998,161.27,0.00839,"[0.0, 180.0, 180.0, 123.81]",0.34545454545454546,0.625,"[4, 3, 1]","[1, 0, 1]"
1686,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[8.0,5.0,1.0]",Classic,148.782,141.337,0.00171,"[0.0, 143.16, 140.51, 140.34]",0.34545454545454546,0.625,"[8, 5, 1]","[1, 0, 1]"
1687,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[8.0,5.0,1.0]",ROTH,148.782,149.053,0.0,"[0.0, 180.0, 180.0, 87.16]",0.34545454545454546,0.625,"[8, 5, 1]","[1, 0, 1]"
1688,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[8.0,5.0,1.0]",PHAT,148.782,162.617,0.00591,"[0.0, 180.0, 180.0, 127.85]",0.34545454545454546,0.625,"[8, 5, 1]","[1, 0, 1]"
1689,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[8.0,5.0,1.0]",SCOT,148.782,162.617,0.00591,"[0.0, 180.0, 180.0, 127.85]",0.34545454545454546,0.625,"[8, 5, 1]","[1, 0, 1]"
1690,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[8.0,5.0,1.0]",ECKART,148.782,142.307,0.00129,"[0.0, 146.58, 140.0, 140.34]",0.34545454545454546,0.625,"[8, 5, 1]","[1, 0, 1]"
1691,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[8.0,5.0,1.0]",HT,148.782,162.617,0.00591,"[0.0, 180.0, 180.0, 127.85]",0.34545454545454546,0.625,"[8, 5, 1]","[1, 0, 1]"
1692,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[5.0,6.0,1.0]",Classic,131.186,108.52,0.01586,"[0.0, 117.95, 118.7, 88.91]",0.34545454545454546,0.625,"[5, 6, 1]","[1, 0, 1]"
1693,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[5.0,6.0,1.0]",ROTH,131.186,180.0,0.07354,"[0.0, 180.0, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[1, 0, 1]"
1694,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[5.0,6.0,1.0]",PHAT,131.186,158.103,0.02236,"[0.0, 114.31, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[1, 0, 1]"
1695,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[5.0,6.0,1.0]",SCOT,131.186,158.103,0.02236,"[0.0, 114.31, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[1, 0, 1]"
1696,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[5.0,6.0,1.0]",ECKART,131.186,110.28,0.01349,"[0.0, 120.2, 120.2, 90.44]",0.34545454545454546,0.625,"[5, 6, 1]","[1, 0, 1]"
1697,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[5.0,6.0,1.0]",HT,131.186,158.103,0.02236,"[0.0, 114.31, 180.0, 180.0]",0.34545454545454546,0.625,"[5, 6, 1]","[1, 0, 1]"
1698,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,2.0,1.0]",Classic,154.799,139.43,0.00729,"[0.0, 144.27, 139.49, 134.53]",0.34545454545454546,0.625,"[4, 2, 1]","[1, 0, 1]"
1699,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,2.0,1.0]",ROTH,154.799,139.43,0.00729,"[0.0, 144.27, 139.49, 134.53]",0.34545454545454546,0.625,"[4, 2, 1]","[1, 0, 1]"
1700,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,2.0,1.0]",PHAT,154.799,139.43,0.00729,"[0.0, 144.27, 139.49, 134.53]",0.34545454545454546,0.625,"[4, 2, 1]","[1, 0, 1]"
1701,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,2.0,1.0]",SCOT,154.799,139.43,0.00729,"[0.0, 144.27, 139.49, 134.53]",0.34545454545454546,0.625,"[4, 2, 1]","[1, 0, 1]"
1702,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,2.0,1.0]",ECKART,154.799,89.67,0.13092,"[0.0, 137.03, 131.98, 0.0]",0.34545454545454546,0.625,"[4, 2, 1]","[1, 0, 1]"
1703,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[4.0,2.0,1.0]",HT,154.799,139.43,0.00729,"[0.0, 144.27, 139.49, 134.53]",0.34545454545454546,0.625,"[4, 2, 1]","[1, 0, 1]"
1704,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[10.0,6.0,1.0]",Classic,149.657,123.2,0.0216,"[0.0, 142.08, 139.49, 88.03]",0.34545454545454546,0.625,"[10, 6, 1]","[1, 0, 1]"
1705,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[10.0,6.0,1.0]",ROTH,149.657,152.817,0.00031,"[0.0, 180.0, 144.83, 133.62]",0.34545454545454546,0.625,"[10, 6, 1]","[1, 0, 1]"
1706,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[10.0,6.0,1.0]",PHAT,149.657,159.147,0.00278,"[0.0, 180.0, 163.82, 133.62]",0.34545454545454546,0.625,"[10, 6, 1]","[1, 0, 1]"
1707,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[10.0,6.0,1.0]",SCOT,149.657,159.147,0.00278,"[0.0, 180.0, 163.82, 133.62]",0.34545454545454546,0.625,"[10, 6, 1]","[1, 0, 1]"
1708,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[10.0,6.0,1.0]",ECKART,149.657,122.223,0.02323,"[0.0, 138.99, 138.99, 88.69]",0.34545454545454546,0.625,"[10, 6, 1]","[1, 0, 1]"
1709,"sim_T0.35s_d0.6_s[1.0,0.0,1.0]_m[10.0,6.0,1.0]",HT,149.657,159.147,0.00278,"[0.0, 180.0, 163.82, 133.62]",0.34545454545454546,0.625,"[10, 6, 1]","[1, 0, 1]"
1710,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,3.0,1.0]",Classic,148.392,141.677,0.00139,"[0.0, 120.96, 124.07, 180.0]",0.34545454545454546,0.625,"[4, 3, 1]","[2, 1, 1]"
1711,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,3.0,1.0]",ROTH,148.392,144.913,0.00037,"[0.0, 130.67, 124.07, 180.0]",0.34545454545454546,0.625,"[4, 3, 1]","[2, 1, 1]"
1712,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,3.0,1.0]",PHAT,148.392,123.66,0.01888,"[0.0, 130.67, 124.07, 116.24]",0.34545454545454546,0.625,"[4, 3, 1]","[2, 1, 1]"
1713,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,3.0,1.0]",SCOT,148.392,123.66,0.01888,"[0.0, 130.67, 124.07, 116.24]",0.34545454545454546,0.625,"[4, 3, 1]","[2, 1, 1]"
1714,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,3.0,1.0]",ECKART,148.392,108.623,0.04881,"[0.0, 114.31, 111.46, 100.1]",0.34545454545454546,0.625,"[4, 3, 1]","[2, 1, 1]"
1715,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,3.0,1.0]",HT,148.392,123.66,0.01888,"[0.0, 130.67, 124.07, 116.24]",0.34545454545454546,0.625,"[4, 3, 1]","[2, 1, 1]"
1716,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[8.0,5.0,1.0]",Classic,151.113,136.587,0.00651,"[0.0, 124.87, 143.16, 141.73]",0.34545454545454546,0.625,"[8, 5, 1]","[2, 1, 1]"
1717,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[8.0,5.0,1.0]",ROTH,151.113,162.987,0.00435,"[0.0, 128.96, 180.0, 180.0]",0.34545454545454546,0.625,"[8, 5, 1]","[2, 1, 1]"
1718,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[8.0,5.0,1.0]",PHAT,151.113,162.987,0.00435,"[0.0, 128.96, 180.0, 180.0]",0.34545454545454546,0.625,"[8, 5, 1]","[2, 1, 1]"
1719,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[8.0,5.0,1.0]",SCOT,151.113,162.987,0.00435,"[0.0, 128.96, 180.0, 180.0]",0.34545454545454546,0.625,"[8, 5, 1]","[2, 1, 1]"
1720,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[8.0,5.0,1.0]",ECKART,151.113,89.887,0.1157,"[0.0, 130.67, 138.99, 0.0]",0.34545454545454546,0.625,"[8, 5, 1]","[2, 1, 1]"
1721,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[8.0,5.0,1.0]",HT,151.113,162.987,0.00435,"[0.0, 128.96, 180.0, 180.0]",0.34545454545454546,0.625,"[8, 5, 1]","[2, 1, 1]"
1722,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[5.0,6.0,1.0]",Classic,130.365,113.793,0.00848,"[0.0, 113.59, 115.39, 112.4]",0.34545454545454546,0.625,"[5, 6, 1]","[2, 1, 1]"
1723,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[5.0,6.0,1.0]",ROTH,130.365,127.577,0.00024,"[0.0, 180.0, 90.33, 112.4]",0.34545454545454546,0.625,"[5, 6, 1]","[2, 1, 1]"
1724,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[5.0,6.0,1.0]",PHAT,130.365,127.577,0.00024,"[0.0, 180.0, 90.33, 112.4]",0.34545454545454546,0.625,"[5, 6, 1]","[2, 1, 1]"
1725,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[5.0,6.0,1.0]",SCOT,130.365,127.577,0.00024,"[0.0, 180.0, 90.33, 112.4]",0.34545454545454546,0.625,"[5, 6, 1]","[2, 1, 1]"
1726,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[5.0,6.0,1.0]",ECKART,130.365,113.09,0.00921,"[0.0, 113.59, 115.39, 110.29]",0.34545454545454546,0.625,"[5, 6, 1]","[2, 1, 1]"
1727,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[5.0,6.0,1.0]",HT,130.365,127.577,0.00024,"[0.0, 180.0, 90.33, 112.4]",0.34545454545454546,0.625,"[5, 6, 1]","[2, 1, 1]"
1728,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,2.0,1.0]",Classic,162.897,140.873,0.01497,"[0.0, 149.04, 142.62, 130.96]",0.34545454545454546,0.625,"[4, 2, 1]","[2, 1, 1]"
1729,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,2.0,1.0]",ROTH,162.897,141.303,0.01439,"[0.0, 150.33, 142.62, 130.96]",0.34545454545454546,0.625,"[4, 2, 1]","[2, 1, 1]"
1730,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,2.0,1.0]",PHAT,162.897,141.303,0.01439,"[0.0, 150.33, 142.62, 130.96]",0.34545454545454546,0.625,"[4, 2, 1]","[2, 1, 1]"
1731,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,2.0,1.0]",SCOT,162.897,141.303,0.01439,"[0.0, 150.33, 142.62, 130.96]",0.34545454545454546,0.625,"[4, 2, 1]","[2, 1, 1]"
1732,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,2.0,1.0]",ECKART,162.897,136.953,0.02077,"[0.0, 137.03, 143.16, 130.67]",0.34545454545454546,0.625,"[4, 2, 1]","[2, 1, 1]"
1733,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[4.0,2.0,1.0]",HT,162.897,141.303,0.01439,"[0.0, 150.33, 142.62, 130.96]",0.34545454545454546,0.625,"[4, 2, 1]","[2, 1, 1]"
1734,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[10.0,6.0,1.0]",Classic,151.607,108.367,0.05771,"[0.0, 135.14, 45.32, 144.64]",0.34545454545454546,0.625,"[10, 6, 1]","[2, 1, 1]"
1735,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[10.0,6.0,1.0]",ROTH,151.607,159.567,0.00196,"[0.0, 180.0, 180.0, 118.7]",0.34545454545454546,0.625,"[10, 6, 1]","[2, 1, 1]"
1736,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[10.0,6.0,1.0]",PHAT,151.607,132.99,0.0107,"[0.0, 38.97, 180.0, 180.0]",0.34545454545454546,0.625,"[10, 6, 1]","[2, 1, 1]"
1737,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[10.0,6.0,1.0]",SCOT,151.607,132.99,0.0107,"[0.0, 38.97, 180.0, 180.0]",0.34545454545454546,0.625,"[10, 6, 1]","[2, 1, 1]"
1738,"sim_T0.35s_d0.6_s[2.0,1.0,1.0]_m[10.0,6.0,1.0]",ECKART,151.607,137.393,0.00624,"[0.0, 137.03, 133.77, 141.38]",0.34545454545454546,0.625,"[10, 6, 1]","[2, 1, 1]"
