sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ROTH,42.274,65.317,0.01639,"[0.0, 75.71, 64.2, 56.04]",0.2,0.55,"[9, 7, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",PHAT,42.274,65.317,0.01639,"[0.0, 75.71, 64.2, 56.04]",0.2,0.55,"[9, 7, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",SCOT,42.274,65.317,0.01639,"[0.0, 75.71, 64.2, 56.04]",0.2,0.55,"[9, 7, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ECKART,42.274,65.687,0.01692,"[0.0, 75.71, 65.02, 56.33]",0.2,0.55,"[9, 7, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",HT,42.274,65.317,0.01639,"[0.0, 75.71, 64.2, 56.04]",0.2,0.55,"[9, 7, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",Classic,158.587,149.667,0.00246,"[0.0, 152.07, 149.77, 147.16]",0.2,0.55,"[9, 7, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ROTH,158.587,150.21,0.00217,"[0.0, 153.7, 149.77, 147.16]",0.2,0.55,"[9, 7, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",PHAT,158.587,150.21,0.00217,"[0.0, 153.7, 149.77, 147.16]",0.2,0.55,"[9, 7, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",SCOT,158.587,150.21,0.00217,"[0.0, 153.7, 149.77, 147.16]",0.2,0.55,"[9, 7, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ECKART,158.587,144.733,0.00592,"[0.0, 146.25, 144.29, 143.66]",0.2,0.55,"[9, 7, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",HT,158.587,150.363,0.00209,"[0.0, 153.7, 149.77, 147.62]",0.2,0.55,"[9, 7, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",Classic,149.534,138.813,0.00355,"[0.0, 141.22, 138.9, 136.32]",0.2,0.55,"[9, 7, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ROTH,149.534,139.403,0.00317,"[0.0, 142.42, 139.47, 136.32]",0.2,0.55,"[9, 7, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",PHAT,149.534,139.213,0.00329,"[0.0, 142.42, 138.9, 136.32]",0.2,0.55,"[9, 7, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",SCOT,149.534,139.213,0.00329,"[0.0, 142.42, 138.9, 136.32]",0.2,0.55,"[9, 7, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ECKART,149.534,136.337,0.00538,"[0.0, 137.78, 136.68, 134.55]",0.2,0.55,"[9, 7, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",HT,149.534,139.213,0.00329,"[0.0, 142.42, 138.9, 136.32]",0.2,0.55,"[9, 7, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",Classic,147.171,125.433,0.01458,"[0.0, 131.5, 125.78, 119.02]",0.2,0.55,"[9, 7, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ROTH,147.171,125.433,0.01458,"[0.0, 131.5, 125.78, 119.02]",0.2,0.55,"[9, 7, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",PHAT,147.171,125.433,0.01458,"[0.0, 131.5, 125.78, 119.02]",0.2,0.55,"[9, 7, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",SCOT,147.171,125.433,0.01458,"[0.0, 131.5, 125.78, 119.02]",0.2,0.55,"[9, 7, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ECKART,147.171,120.347,0.02221,"[0.0, 122.19, 122.63, 116.22]",0.2,0.55,"[9, 7, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",HT,147.171,125.433,0.01458,"[0.0, 131.5, 125.78, 119.02]",0.2,0.55,"[9, 7, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",Classic,162.121,143.473,0.01073,"[0.0, 150.52, 144.29, 135.61]",0.2,0.55,"[9, 7, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ROTH,162.121,143.473,0.01073,"[0.0, 150.52, 144.29, 135.61]",0.2,0.55,"[9, 7, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",PHAT,162.121,143.473,0.01073,"[0.0, 150.52, 144.29, 135.61]",0.2,0.55,"[9, 7, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",SCOT,162.121,143.473,0.01073,"[0.0, 150.52, 144.29, 135.61]",0.2,0.55,"[9, 7, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ECKART,162.121,140.52,0.0144,"[0.0, 141.22, 143.66, 136.68]",0.2,0.55,"[9, 7, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",HT,162.121,143.473,0.01073,"[0.0, 150.52, 144.29, 135.61]",0.2,0.55,"[9, 7, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",Classic,27.759,17.973,0.00296,"[0.0, 20.7, 17.26, 15.96]",0.2,0.55,"[6, 9, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ROTH,27.759,17.973,0.00296,"[0.0, 20.7, 17.26, 15.96]",0.2,0.55,"[6, 9, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",PHAT,27.759,17.973,0.00296,"[0.0, 20.7, 17.26, 15.96]",0.2,0.55,"[6, 9, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",SCOT,27.759,17.973,0.00296,"[0.0, 20.7, 17.26, 15.96]",0.2,0.55,"[6, 9, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",ECKART,27.759,17.553,0.00321,"[0.0, 26.3, 17.26, 9.1]",0.2,0.55,"[6, 9, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[9.0,8.0,1.0]",HT,27.759,18.267,0.00278,"[0.0, 20.7, 17.26, 16.84]",0.2,0.55,"[6, 9, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",Classic,117.699,96.433,0.01396,"[0.0, 100.48, 96.34, 92.48]",0.2,0.55,"[6, 9, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ROTH,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 9, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",PHAT,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 9, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",SCOT,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 9, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",ECKART,117.699,95.973,0.01457,"[0.0, 99.72, 95.97, 92.23]",0.2,0.55,"[6, 9, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",HT,117.699,96.897,0.01336,"[0.0, 101.24, 96.72, 92.73]",0.2,0.55,"[6, 9, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",Classic,112.782,95.143,0.0096,"[0.0, 98.22, 95.22, 91.99]",0.2,0.55,"[6, 9, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ROTH,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 9, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",PHAT,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 9, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",SCOT,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 9, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",ECKART,112.782,94.81,0.00997,"[0.0, 97.47, 95.22, 91.74]",0.2,0.55,"[6, 9, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[5.0,4.0,1.0]",HT,112.782,95.597,0.00912,"[0.0, 98.97, 95.59, 92.23]",0.2,0.55,"[6, 9, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",Classic,88.568,69.7,0.01099,"[0.0, 73.39, 69.46, 66.25]",0.2,0.55,"[6, 9, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ROTH,88.568,69.7,0.01099,"[0.0, 73.39, 69.46, 66.25]",0.2,0.55,"[6, 9, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",PHAT,88.568,69.7,0.01099,"[0.0, 73.39, 69.46, 66.25]",0.2,0.55,"[6, 9, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",SCOT,88.568,69.7,0.01099,"[0.0, 73.39, 69.46, 66.25]",0.2,0.55,"[6, 9, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",ECKART,88.568,71.683,0.0088,"[0.0, 74.94, 71.44, 68.67]",0.2,0.55,"[6, 9, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,5.0,1.0]",HT,88.568,69.7,0.01099,"[0.0, 73.39, 69.46, 66.25]",0.2,0.55,"[6, 9, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",Classic,88.091,64.097,0.01777,"[0.0, 68.67, 63.78, 59.84]",0.2,0.55,"[6, 9, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ROTH,88.091,63.693,0.01837,"[0.0, 67.87, 63.37, 59.84]",0.2,0.55,"[6, 9, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",PHAT,88.091,63.693,0.01837,"[0.0, 67.87, 63.37, 59.84]",0.2,0.55,"[6, 9, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",SCOT,88.091,63.693,0.01837,"[0.0, 67.87, 63.37, 59.84]",0.2,0.55,"[6, 9, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",ECKART,88.091,68.103,0.01233,"[0.0, 71.83, 67.87, 64.61]",0.2,0.55,"[6, 9, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",HT,88.091,63.693,0.01837,"[0.0, 67.87, 63.37, 59.84]",0.2,0.55,"[6, 9, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",Classic,57.653,41.557,0.008,"[0.0, 44.39, 41.1, 39.18]",0.2,0.55,"[6, 5, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ROTH,57.653,41.2,0.00835,"[0.0, 43.32, 41.1, 39.18]",0.2,0.55,"[6, 5, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",PHAT,57.653,41.2,0.00835,"[0.0, 43.32, 41.1, 39.18]",0.2,0.55,"[6, 5, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",SCOT,57.653,41.2,0.00835,"[0.0, 43.32, 41.1, 39.18]",0.2,0.55,"[6, 5, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ECKART,57.653,45.597,0.00449,"[0.0, 47.5, 45.97, 43.32]",0.2,0.55,"[6, 5, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",HT,57.653,41.2,0.00835,"[0.0, 43.32, 41.1, 39.18]",0.2,0.55,"[6, 5, 1]","[9, 8, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",Classic,180.0,142.7,0.04294,"[0.0, 180.0, 145.59, 102.51]",0.2,0.55,"[6, 5, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ROTH,180.0,142.7,0.04294,"[0.0, 180.0, 145.59, 102.51]",0.2,0.55,"[6, 5, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",PHAT,180.0,142.7,0.04294,"[0.0, 180.0, 145.59, 102.51]",0.2,0.55,"[6, 5, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",SCOT,180.0,142.7,0.04294,"[0.0, 180.0, 145.59, 102.51]",0.2,0.55,"[6, 5, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ECKART,180.0,139.63,0.0503,"[0.0, 170.9, 146.25, 101.74]",0.2,0.55,"[6, 5, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",HT,180.0,142.7,0.04294,"[0.0, 180.0, 145.59, 102.51]",0.2,0.55,"[6, 5, 1]","[5, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",Classic,154.537,111.96,0.05595,"[0.0, 125.78, 112.13, 97.97]",0.2,0.55,"[6, 5, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ROTH,154.537,111.96,0.05595,"[0.0, 125.78, 112.13, 97.97]",0.2,0.55,"[6, 5, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",PHAT,154.537,111.96,0.05595,"[0.0, 125.78, 112.13, 97.97]",0.2,0.55,"[6, 5, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",SCOT,154.537,111.96,0.05595,"[0.0, 125.78, 112.13, 97.97]",0.2,0.55,"[6, 5, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ECKART,154.537,110.407,0.06011,"[0.0, 123.07, 110.93, 97.22]",0.2,0.55,"[6, 5, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",HT,154.537,111.96,0.05595,"[0.0, 125.78, 112.13, 97.97]",0.2,0.55,"[6, 5, 1]","[5, 4, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",Classic,0.0,7.593,0.00178,"[0.0, 9.1, 6.32, 7.36]",0.2,0.55,"[6, 5, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ROTH,0.0,7.593,0.00178,"[0.0, 9.1, 6.32, 7.36]",0.2,0.55,"[6, 5, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",PHAT,0.0,7.593,0.00178,"[0.0, 9.1, 6.32, 7.36]",0.2,0.55,"[6, 5, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",SCOT,0.0,7.593,0.00178,"[0.0, 9.1, 6.32, 7.36]",0.2,0.55,"[6, 5, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ECKART,0.0,6.16,0.00117,"[0.0, 18.48, 0.0, 0.0]",0.2,0.55,"[6, 5, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",HT,0.0,7.593,0.00178,"[0.0, 9.1, 6.32, 7.36]",0.2,0.55,"[6, 5, 1]","[7, 5, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",Classic,84.289,35.483,0.07352,"[0.0, 39.95, 35.06, 31.44]",0.2,0.55,"[6, 5, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ROTH,84.289,35.483,0.07352,"[0.0, 39.95, 35.06, 31.44]",0.2,0.55,"[6, 5, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",PHAT,84.289,35.483,0.07352,"[0.0, 39.95, 35.06, 31.44]",0.2,0.55,"[6, 5, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",SCOT,84.289,35.483,0.07352,"[0.0, 39.95, 35.06, 31.44]",0.2,0.55,"[6, 5, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ECKART,84.289,36.12,0.07161,"[0.0, 43.32, 35.06, 29.98]",0.2,0.55,"[6, 5, 1]","[7, 6, 1]"
"sim_T0.20s_d0.6_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",HT,84.289,35.483,0.07352,"[0.0, 39.95, 35.06, 31.44]",0.2,0.55,"[6, 5, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,79.035,85.03,0.00111,"[0.0, 87.89, 84.97, 82.23]",0.2,0.775,"[9, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,79.035,86.887,0.0019,"[0.0, 87.89, 84.71, 88.06]",0.2,0.775,"[9, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,79.035,86.887,0.0019,"[0.0, 87.89, 84.71, 88.06]",0.2,0.775,"[9, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,79.035,86.887,0.0019,"[0.0, 87.89, 84.71, 88.06]",0.2,0.775,"[9, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,79.035,85.033,0.00111,"[0.0, 86.83, 83.91, 84.36]",0.2,0.775,"[9, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,79.035,86.887,0.0019,"[0.0, 87.89, 84.71, 88.06]",0.2,0.775,"[9, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,137.984,122.683,0.00723,"[0.0, 126.16, 122.64, 119.25]",0.2,0.775,"[9, 0, 1]","[5, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,137.984,122.79,0.00713,"[0.0, 126.16, 122.96, 119.25]",0.2,0.775,"[9, 0, 1]","[5, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,137.984,122.79,0.00713,"[0.0, 126.16, 122.96, 119.25]",0.2,0.775,"[9, 0, 1]","[5, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,137.984,122.79,0.00713,"[0.0, 126.16, 122.96, 119.25]",0.2,0.775,"[9, 0, 1]","[5, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,137.984,121.41,0.00848,"[0.0, 124.87, 121.71, 117.65]",0.2,0.775,"[9, 0, 1]","[5, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,137.984,122.79,0.00713,"[0.0, 126.16, 122.96, 119.25]",0.2,0.775,"[9, 0, 1]","[5, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,144.219,128.597,0.00753,"[0.0, 132.31, 128.83, 124.65]",0.2,0.775,"[9, 0, 1]","[5, 4, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,144.219,128.597,0.00753,"[0.0, 132.31, 128.83, 124.65]",0.2,0.775,"[9, 0, 1]","[5, 4, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,144.219,128.597,0.00753,"[0.0, 132.31, 128.83, 124.65]",0.2,0.775,"[9, 0, 1]","[5, 4, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,144.219,128.597,0.00753,"[0.0, 132.31, 128.83, 124.65]",0.2,0.775,"[9, 0, 1]","[5, 4, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,144.219,126.61,0.00957,"[0.0, 129.51, 127.15, 123.17]",0.2,0.775,"[9, 0, 1]","[5, 4, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,144.219,128.597,0.00753,"[0.0, 132.31, 128.83, 124.65]",0.2,0.775,"[9, 0, 1]","[5, 4, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,125.375,103.56,0.01469,"[0.0, 107.71, 103.6, 99.37]",0.2,0.775,"[9, 0, 1]","[7, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,125.375,103.837,0.01432,"[0.0, 108.27, 103.87, 99.37]",0.2,0.775,"[9, 0, 1]","[7, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,125.375,103.837,0.01432,"[0.0, 108.27, 103.87, 99.37]",0.2,0.775,"[9, 0, 1]","[7, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,125.375,103.837,0.01432,"[0.0, 108.27, 103.87, 99.37]",0.2,0.775,"[9, 0, 1]","[7, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,125.375,101.353,0.01781,"[0.0, 103.87, 102.24, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,125.375,103.837,0.01432,"[0.0, 108.27, 103.87, 99.37]",0.2,0.775,"[9, 0, 1]","[7, 5, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,120.61099999999999,101.387,0.01141,"[0.0, 104.96, 101.43, 97.77]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,120.61099999999999,99.77,0.01341,"[0.0, 101.7, 100.9, 96.71]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,120.61099999999999,101.72,0.01101,"[0.0, 105.51, 101.7, 97.95]",0.2,0.775,"[9, 0, 1]","[7, 6, 1]"
"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,79.727,65.473,0.00627,"[0.0, 67.79, 65.49, 63.14]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
"sim_T0.20s_d0.8_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,79.727,65.31,0.00642,"[0.0, 67.79, 65.2, 62.94]",0.2,0.775,"[6, 0, 1]","[9, 8, 1]"
