,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.n,mic_array.position,source.position
5752,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",ECKART,42.274,36.76,0.00094,"[0.0, 58.4, 42.4, 36.69, 46.31, 0.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 7, 1]"
5753,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",HT,42.274,24.358,0.00991,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 7, 1]"
5754,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",Classic,46.469,24.428,0.01499,"[0.0, 30.96, 26.72, 24.07, 22.63, 21.73, 20.46]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 7, 1]"
5755,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",ROTH,46.469,23.815,0.01584,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 21.1]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 7, 1]"
5756,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",PHAT,46.469,23.815,0.01584,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 21.1]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 7, 1]"
5757,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",SCOT,46.469,23.815,0.01584,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 21.1]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 7, 1]"
5758,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",ECKART,46.469,30.712,0.00766,"[0.0, 58.4, 42.4, 36.69, 46.78, 0.0, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 7, 1]"
5759,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,7.0,1.0,]",HT,46.469,23.708,0.01599,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 20.46]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 7, 1]"
5760,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",Classic,28.393,41.115,0.005,"[0.0, 49.97, 32.26]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[9, 5, 1]"
5761,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ROTH,28.393,136.025,0.35755,"[0.0, 180.0, 92.05]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[9, 5, 1]"
5762,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",PHAT,28.393,136.025,0.35755,"[0.0, 180.0, 92.05]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[9, 5, 1]"
5763,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",SCOT,28.393,136.025,0.35755,"[0.0, 180.0, 92.05]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[9, 5, 1]"
5764,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ECKART,28.393,44.665,0.00817,"[0.0, 67.6, 21.73]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[9, 5, 1]"
5765,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",HT,28.393,93.075,0.12913,"[0.0, 94.1, 92.05]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[9, 5, 1]"
5766,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",Classic,29.055,36.483,0.0017,"[0.0, 49.97, 32.26, 27.22]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[9, 5, 1]"
5767,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ROTH,29.055,121.443,0.26344,"[0.0, 180.0, 92.05, 92.28]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[9, 5, 1]"
5768,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",PHAT,29.055,90.683,0.11722,"[0.0, 180.0, 92.05, 0.0]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[9, 5, 1]"
5769,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",SCOT,29.055,90.683,0.11722,"[0.0, 180.0, 92.05, 0.0]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[9, 5, 1]"
5770,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ECKART,29.055,38.513,0.00276,"[0.0, 67.6, 21.73, 26.21]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[9, 5, 1]"
5771,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",HT,29.055,92.657,0.12485,"[0.0, 94.1, 92.05, 91.82]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[9, 5, 1]"
5772,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",Classic,29.745,37.838,0.00202,"[0.0, 49.97, 32.26, 27.22, 41.9]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[9, 5, 1]"
5773,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ROTH,29.745,113.753,0.21782,"[0.0, 180.0, 92.05, 92.28, 90.68]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[9, 5, 1]"
5774,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",PHAT,29.745,113.753,0.21782,"[0.0, 180.0, 92.05, 92.28, 90.68]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[9, 5, 1]"
5775,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",SCOT,29.745,113.753,0.21782,"[0.0, 180.0, 92.05, 92.28, 90.68]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[9, 5, 1]"
5776,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ECKART,29.745,40.58,0.00362,"[0.0, 67.6, 21.73, 26.21, 46.78]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[9, 5, 1]"
5777,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",HT,29.745,92.162,0.12025,"[0.0, 94.1, 92.05, 91.82, 90.68]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[9, 5, 1]"
5778,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",Classic,30.466,36.356,0.00107,"[0.0, 49.97, 32.26, 27.22, 41.9, 30.43]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[9, 5, 1]"
5779,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ROTH,30.466,109.002,0.19037,"[0.0, 180.0, 92.05, 92.28, 90.68, 90.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[9, 5, 1]"
5780,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",PHAT,30.466,109.002,0.19037,"[0.0, 180.0, 92.05, 92.28, 90.68, 90.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[9, 5, 1]"
5781,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",SCOT,30.466,109.002,0.19037,"[0.0, 180.0, 92.05, 92.28, 90.68, 90.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[9, 5, 1]"
5782,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ECKART,30.466,36.954,0.0013,"[0.0, 67.6, 21.73, 26.21, 46.78, 22.45]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[9, 5, 1]"
5783,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",HT,30.466,91.73,0.11584,"[0.0, 94.1, 92.05, 91.82, 90.68, 90.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[9, 5, 1]"
5784,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",Classic,31.218,34.997,0.00044,"[0.0, 49.97, 32.26, 27.22, 41.9, 30.43, 28.2]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[9, 5, 1]"
5785,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ROTH,31.218,105.873,0.17202,"[0.0, 180.0, 92.05, 92.28, 90.68, 90.0, 90.23]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[9, 5, 1]"
5786,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",PHAT,31.218,105.873,0.17202,"[0.0, 180.0, 92.05, 92.28, 90.68, 90.0, 90.23]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[9, 5, 1]"
5787,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",SCOT,31.218,105.873,0.17202,"[0.0, 180.0, 92.05, 92.28, 90.68, 90.0, 90.23]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[9, 5, 1]"
5788,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",ECKART,31.218,34.312,0.0003,"[0.0, 67.6, 21.73, 26.21, 46.78, 22.45, 21.1]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[9, 5, 1]"
5789,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[9.0,5.0,1.0,]",HT,31.218,91.48,0.11208,"[0.0, 94.1, 92.05, 91.82, 90.68, 90.0, 90.23]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[9, 5, 1]"
5790,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,40.2,46.555,0.00125,"[0.0, 51.73, 41.38]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[7, 5, 1]"
5791,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,40.2,37.05,0.00031,"[0.0, 38.18, 35.92]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[7, 5, 1]"
5792,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,40.2,37.05,0.00031,"[0.0, 38.18, 35.92]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[7, 5, 1]"
5793,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,40.2,37.05,0.00031,"[0.0, 38.18, 35.92]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[7, 5, 1]"
5794,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,40.2,54.76,0.00654,"[0.0, 66.11, 43.41]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[7, 5, 1]"
5795,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,40.2,37.05,0.00031,"[0.0, 38.18, 35.92]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[7, 5, 1]"
5796,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,41.424,43.01,8e-05,"[0.0, 51.73, 41.38, 35.92]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[7, 5, 1]"
5797,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,41.424,36.41,0.00078,"[0.0, 38.18, 35.92, 35.13]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[7, 5, 1]"
5798,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,41.424,36.41,0.00078,"[0.0, 38.18, 35.92, 35.13]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[7, 5, 1]"
5799,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,41.424,36.41,0.00078,"[0.0, 38.18, 35.92, 35.13]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[7, 5, 1]"
5800,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,41.424,50.417,0.0025,"[0.0, 66.11, 43.41, 41.73]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[7, 5, 1]"
5801,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,41.424,36.41,0.00078,"[0.0, 38.18, 35.92, 35.13]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[7, 5, 1]"
5802,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,42.709,40.942,0.0001,"[0.0, 51.73, 41.38, 35.92, 34.74]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[7, 5, 1]"
5803,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,42.709,57.31,0.00658,"[0.0, 38.18, 35.92, 35.13, 120.01]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[7, 5, 1]"
5804,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,42.709,35.84,0.00146,"[0.0, 38.18, 35.92, 35.13, 34.13]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[7, 5, 1]"
5805,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,42.709,35.84,0.00146,"[0.0, 38.18, 35.92, 35.13, 34.13]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[7, 5, 1]"
5806,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,42.709,48.288,0.00096,"[0.0, 66.11, 43.41, 41.73, 41.9]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[7, 5, 1]"
5807,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,42.709,35.84,0.00146,"[0.0, 38.18, 35.92, 35.13, 34.13]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[7, 5, 1]"
5808,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,44.061,39.458,0.00065,"[0.0, 51.73, 41.38, 35.92, 34.74, 33.52]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[7, 5, 1]"
5809,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,44.061,64.942,0.01346,"[0.0, 38.18, 35.92, 35.13, 120.01, 95.47]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[7, 5, 1]"
5810,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,44.061,28.672,0.00731,"[0.0, 38.18, 35.92, 35.13, 34.13, 0.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[7, 5, 1]"
5811,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,44.061,28.672,0.00731,"[0.0, 38.18, 35.92, 35.13, 34.13, 0.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[7, 5, 1]"
5812,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,44.061,46.424,0.00017,"[0.0, 66.11, 43.41, 41.73, 41.38, 39.49]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[7, 5, 1]"
5813,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,44.061,64.672,0.01311,"[0.0, 38.18, 35.92, 35.13, 34.13, 180.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[7, 5, 1]"
5814,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,45.481,55.985,0.00341,"[0.0, 51.73, 41.38, 35.92, 34.74, 33.52, 138.62]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[7, 5, 1]"
5815,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,45.481,54.118,0.0023,"[0.0, 38.18, 35.92, 35.13, 120.01, 95.47, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[7, 5, 1]"
5816,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,45.481,23.893,0.01438,"[0.0, 38.18, 35.92, 35.13, 34.13, 0.0, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[7, 5, 1]"
5817,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,45.481,23.893,0.01438,"[0.0, 38.18, 35.92, 35.13, 34.13, 0.0, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[7, 5, 1]"
5818,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,45.481,62.533,0.00897,"[0.0, 66.11, 43.41, 41.73, 41.9, 39.49, 142.56]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[7, 5, 1]"
5819,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,45.481,62.37,0.0088,"[0.0, 38.18, 35.92, 35.13, 34.13, 180.0, 50.86]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[7, 5, 1]"
5820,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,32.829,37.445,0.00066,"[0.0, 48.17, 26.72]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[5, 9, 1]"
5821,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,32.829,26.68,0.00117,"[0.0, 28.2, 25.16]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[5, 9, 1]"
5822,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,32.829,26.68,0.00117,"[0.0, 28.2, 25.16]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[5, 9, 1]"
5823,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,32.829,26.68,0.00117,"[0.0, 28.2, 25.16]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[5, 9, 1]"
5824,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,32.829,49.27,0.00834,"[0.0, 55.13, 43.41]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[5, 9, 1]"
5825,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,32.829,26.68,0.00117,"[0.0, 28.2, 25.16]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[5, 9, 1]"
5826,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,35.538,32.987,0.0002,"[0.0, 48.17, 26.72, 24.07]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[5, 9, 1]"
5827,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,35.538,25.81,0.00292,"[0.0, 28.2, 25.16, 24.07]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[5, 9, 1]"
5828,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,35.538,25.81,0.00292,"[0.0, 28.2, 25.16, 24.07]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[5, 9, 1]"
5829,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,35.538,25.81,0.00292,"[0.0, 28.2, 25.16, 24.07]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[5, 9, 1]"
5830,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,35.538,32.847,0.00022,"[0.0, 55.13, 43.41, 0.0]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[5, 9, 1]"
5831,"sim_T0.35s_d0.3_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,35.538,25.81,0.00292,"[0.0, 28.2, 25.16, 24.07]",0.35000000000000003,0.30000000000000004,4,"[3, 8, 1]","[5, 9, 1]"
5832,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,38.66,30.615,0.002,"[0.0, 48.17, 26.72, 24.07, 23.5]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[5, 9, 1]"
5833,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,38.66,25.015,0.00575,"[0.0, 28.2, 25.16, 24.07, 22.63]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[5, 9, 1]"
5834,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,38.66,25.015,0.00575,"[0.0, 28.2, 25.16, 24.07, 22.63]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[5, 9, 1]"
5835,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,38.66,25.015,0.00575,"[0.0, 28.2, 25.16, 24.07, 22.63]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[5, 9, 1]"
5836,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,38.66,69.88,0.03008,"[0.0, 55.13, 44.39, 0.0, 180.0]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[5, 9, 1]"
5837,"sim_T0.35s_d0.3_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,38.66,25.015,0.00575,"[0.0, 28.2, 25.16, 24.07, 22.63]",0.35000000000000003,0.30000000000000004,5,"[3, 8, 1]","[5, 9, 1]"
5838,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,42.274,24.492,0.00976,"[0.0, 48.17, 26.72, 24.07, 23.5, 0.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 9, 1]"
5839,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,42.274,24.358,0.00991,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 9, 1]"
5840,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,42.274,24.358,0.00991,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 9, 1]"
5841,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,42.274,24.358,0.00991,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 9, 1]"
5842,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,42.274,55.708,0.00557,"[0.0, 55.13, 43.41, 0.0, 180.0, 0.0]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 9, 1]"
5843,"sim_T0.35s_d0.3_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,42.274,24.358,0.00991,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73]",0.35000000000000003,0.30000000000000004,6,"[3, 8, 1]","[5, 9, 1]"
5844,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,46.469,23.82,0.01583,"[0.0, 48.17, 26.72, 24.07, 23.5, 0.0, 20.46]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 9, 1]"
5845,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,46.469,20.298,0.02114,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 9, 1]"
5846,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,46.469,20.298,0.02114,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 9, 1]"
5847,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,46.469,20.298,0.02114,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 0.0]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 9, 1]"
5848,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,46.469,47.228,2e-05,"[0.0, 55.13, 43.41, 0.0, 180.0, 0.0, 4.83]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 9, 1]"
5849,"sim_T0.35s_d0.3_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,46.469,23.815,0.01584,"[0.0, 28.2, 25.16, 24.07, 22.63, 21.73, 21.1]",0.35000000000000003,0.30000000000000004,7,"[3, 8, 1]","[5, 9, 1]"
5850,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",Classic,47.698,61.85,0.00618,"[0.0, 66.11, 57.59]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[8, 3, 1]"
5851,"sim_T0.35s_d0.3_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ROTH,47.698,136.705,0.24451,"[0.0, 180.0, 93.41]",0.35000000000000003,0.30000000000000004,3,"[3, 8, 1]","[8, 3, 1]"
