,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.n,mic_array.position,source.position
12250,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,38.29,81.3,0.05709,"[0.0, 85.9, 81.78, 76.22]",0.6500000000000001,0.1,4,"[3, 8, 1]","[7, 5, 1]"
12251,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,38.29,53.78,0.00741,"[0.0, 81.78, 41.38, 38.18]",0.6500000000000001,0.1,4,"[3, 8, 1]","[7, 5, 1]"
12252,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,38.66,63.923,0.0197,"[0.0, 73.39, 62.32, 59.99, 59.99]",0.6500000000000001,0.1,5,"[3, 8, 1]","[7, 5, 1]"
12253,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,38.66,101.61,0.12231,"[0.0, 44.39, 92.05, 180.0, 90.0]",0.6500000000000001,0.1,5,"[3, 8, 1]","[7, 5, 1]"
12254,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,38.66,66.155,0.02333,"[0.0, 44.39, 92.05, 38.18, 90.0]",0.6500000000000001,0.1,5,"[3, 8, 1]","[7, 5, 1]"
12255,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,38.66,66.155,0.02333,"[0.0, 44.39, 92.05, 38.18, 90.0]",0.6500000000000001,0.1,5,"[3, 8, 1]","[7, 5, 1]"
12256,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,38.66,78.515,0.04903,"[0.0, 85.9, 81.78, 76.22, 70.16]",0.6500000000000001,0.1,5,"[3, 8, 1]","[7, 5, 1]"
12257,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,38.66,63.09,0.01842,"[0.0, 81.78, 41.38, 38.18, 91.02]",0.6500000000000001,0.1,5,"[3, 8, 1]","[7, 5, 1]"
12258,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,39.036,62.164,0.01651,"[0.0, 73.39, 62.32, 59.99, 59.99, 55.13]",0.6500000000000001,0.1,6,"[3, 8, 1]","[7, 5, 1]"
12259,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,39.036,81.288,0.0551,"[0.0, 44.39, 92.05, 0.0, 90.0, 180.0]",0.6500000000000001,0.1,6,"[3, 8, 1]","[7, 5, 1]"
12260,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,39.036,70.924,0.03138,"[0.0, 44.39, 92.05, 38.18, 90.0, 90.0]",0.6500000000000001,0.1,6,"[3, 8, 1]","[7, 5, 1]"
12261,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,39.036,70.924,0.03138,"[0.0, 44.39, 92.05, 38.18, 90.0, 90.0]",0.6500000000000001,0.1,6,"[3, 8, 1]","[7, 5, 1]"
12262,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,39.036,75.184,0.04033,"[0.0, 85.9, 81.78, 76.22, 70.16, 61.86]",0.6500000000000001,0.1,6,"[3, 8, 1]","[7, 5, 1]"
12263,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,39.036,68.472,0.02674,"[0.0, 81.78, 41.38, 38.18, 91.02, 90.0]",0.6500000000000001,0.1,6,"[3, 8, 1]","[7, 5, 1]"
12264,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",Classic,39.417,60.712,0.014,"[0.0, 73.39, 62.32, 59.99, 59.99, 55.13, 53.45]",0.6500000000000001,0.1,7,"[3, 8, 1]","[7, 5, 1]"
12265,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ROTH,39.417,82.74,0.05793,"[0.0, 44.39, 92.05, 0.0, 90.0, 180.0, 90.0]",0.6500000000000001,0.1,7,"[3, 8, 1]","[7, 5, 1]"
12266,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",PHAT,39.417,73.99,0.03689,"[0.0, 44.39, 92.05, 38.18, 90.0, 90.0, 89.32]",0.6500000000000001,0.1,7,"[3, 8, 1]","[7, 5, 1]"
12267,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",SCOT,39.417,73.99,0.03689,"[0.0, 44.39, 92.05, 38.18, 90.0, 90.0, 89.32]",0.6500000000000001,0.1,7,"[3, 8, 1]","[7, 5, 1]"
12268,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",ECKART,39.417,71.842,0.03245,"[0.0, 85.9, 81.78, 76.22, 70.16, 61.86, 55.13]",0.6500000000000001,0.1,7,"[3, 8, 1]","[7, 5, 1]"
12269,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[7.0,5.0,1.0,]",HT,39.417,71.947,0.03266,"[0.0, 81.78, 41.38, 38.18, 91.02, 90.0, 89.32]",0.6500000000000001,0.1,7,"[3, 8, 1]","[7, 5, 1]"
12270,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,28.393,63.465,0.03796,"[0.0, 64.61, 62.32]",0.6500000000000001,0.1,3,"[3, 8, 1]","[5, 9, 1]"
12271,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,28.393,30.96,0.0002,"[0.0, 30.96, 30.96]",0.6500000000000001,0.1,3,"[3, 8, 1]","[5, 9, 1]"
12272,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,28.393,30.96,0.0002,"[0.0, 30.96, 30.96]",0.6500000000000001,0.1,3,"[3, 8, 1]","[5, 9, 1]"
12273,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,28.393,30.96,0.0002,"[0.0, 30.96, 30.96]",0.6500000000000001,0.1,3,"[3, 8, 1]","[5, 9, 1]"
12274,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,28.393,76.57,0.07164,"[0.0, 77.62, 75.52]",0.6500000000000001,0.1,3,"[3, 8, 1]","[5, 9, 1]"
12275,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,28.393,59.455,0.02978,"[0.0, 30.96, 87.95]",0.6500000000000001,0.1,3,"[3, 8, 1]","[5, 9, 1]"
12276,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,29.055,62.827,0.0352,"[0.0, 64.61, 62.32, 61.55]",0.6500000000000001,0.1,4,"[3, 8, 1]","[5, 9, 1]"
12277,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,29.055,30.04,3e-05,"[0.0, 30.96, 30.96, 28.2]",0.6500000000000001,0.1,4,"[3, 8, 1]","[5, 9, 1]"
12278,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,29.055,30.04,3e-05,"[0.0, 30.96, 30.96, 28.2]",0.6500000000000001,0.1,4,"[3, 8, 1]","[5, 9, 1]"
12279,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,29.055,30.04,3e-05,"[0.0, 30.96, 30.96, 28.2]",0.6500000000000001,0.1,4,"[3, 8, 1]","[5, 9, 1]"
12280,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,29.055,75.033,0.06525,"[0.0, 77.62, 75.52, 71.96]",0.6500000000000001,0.1,4,"[3, 8, 1]","[5, 9, 1]"
12281,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,29.055,49.037,0.01232,"[0.0, 30.96, 87.95, 28.2]",0.6500000000000001,0.1,4,"[3, 8, 1]","[5, 9, 1]"
12282,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,29.745,61.213,0.03056,"[0.0, 64.61, 62.32, 61.55, 56.37]",0.6500000000000001,0.1,5,"[3, 8, 1]","[5, 9, 1]"
12283,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,29.745,29.21,1e-05,"[0.0, 30.96, 30.96, 28.2, 26.72]",0.6500000000000001,0.1,5,"[3, 8, 1]","[5, 9, 1]"
12284,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,29.745,29.21,1e-05,"[0.0, 30.96, 30.96, 28.2, 26.72]",0.6500000000000001,0.1,5,"[3, 8, 1]","[5, 9, 1]"
12285,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,29.745,29.21,1e-05,"[0.0, 30.96, 30.96, 28.2, 26.72]",0.6500000000000001,0.1,5,"[3, 8, 1]","[5, 9, 1]"
12286,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,29.745,72.71,0.05698,"[0.0, 77.62, 75.52, 71.96, 65.74]",0.6500000000000001,0.1,5,"[3, 8, 1]","[5, 9, 1]"
12287,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,29.745,43.457,0.0058,"[0.0, 30.96, 87.95, 28.2, 26.72]",0.6500000000000001,0.1,5,"[3, 8, 1]","[5, 9, 1]"
12288,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,30.466,59.796,0.02655,"[0.0, 64.61, 62.32, 61.55, 56.37, 54.13]",0.6500000000000001,0.1,6,"[3, 8, 1]","[5, 9, 1]"
12289,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,30.466,28.526,0.00012,"[0.0, 30.96, 30.96, 28.2, 26.72, 25.79]",0.6500000000000001,0.1,6,"[3, 8, 1]","[5, 9, 1]"
12290,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,30.466,28.526,0.00012,"[0.0, 30.96, 30.96, 28.2, 26.72, 25.79]",0.6500000000000001,0.1,6,"[3, 8, 1]","[5, 9, 1]"
12291,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,30.466,28.526,0.00012,"[0.0, 30.96, 30.96, 28.2, 26.72, 25.79]",0.6500000000000001,0.1,6,"[3, 8, 1]","[5, 9, 1]"
12292,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,30.466,69.59,0.04724,"[0.0, 77.62, 75.52, 71.96, 65.74, 57.11]",0.6500000000000001,0.1,6,"[3, 8, 1]","[5, 9, 1]"
12293,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,30.466,39.924,0.00276,"[0.0, 30.96, 87.95, 28.2, 26.72, 25.79]",0.6500000000000001,0.1,6,"[3, 8, 1]","[5, 9, 1]"
12294,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",Classic,31.218,57.705,0.02165,"[0.0, 64.61, 62.32, 61.55, 56.37, 54.13, 47.25]",0.6500000000000001,0.1,7,"[3, 8, 1]","[5, 9, 1]"
12295,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ROTH,31.218,27.965,0.00033,"[0.0, 30.96, 30.96, 28.2, 26.72, 25.79, 25.16]",0.6500000000000001,0.1,7,"[3, 8, 1]","[5, 9, 1]"
12296,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",PHAT,31.218,27.965,0.00033,"[0.0, 30.96, 30.96, 28.2, 26.72, 25.79, 25.16]",0.6500000000000001,0.1,7,"[3, 8, 1]","[5, 9, 1]"
12297,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",SCOT,31.218,27.965,0.00033,"[0.0, 30.96, 30.96, 28.2, 26.72, 25.79, 25.16]",0.6500000000000001,0.1,7,"[3, 8, 1]","[5, 9, 1]"
12298,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",ECKART,31.218,66.472,0.03836,"[0.0, 77.62, 75.52, 70.52, 64.61, 57.11, 53.45]",0.6500000000000001,0.1,7,"[3, 8, 1]","[5, 9, 1]"
12299,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[5.0,9.0,1.0,]",HT,31.218,37.463,0.0012,"[0.0, 30.96, 87.95, 28.2, 26.72, 25.79, 25.16]",0.6500000000000001,0.1,7,"[3, 8, 1]","[5, 9, 1]"
12300,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",Classic,45.872,73.39,0.02337,"[0.0, 73.39, 73.39]",0.6500000000000001,0.1,3,"[3, 8, 1]","[8, 3, 1]"
12301,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ROTH,45.872,86.885,0.05192,"[0.0, 77.62, 96.15]",0.6500000000000001,0.1,3,"[3, 8, 1]","[8, 3, 1]"
12302,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",PHAT,45.872,85.86,0.04935,"[0.0, 77.62, 94.1]",0.6500000000000001,0.1,3,"[3, 8, 1]","[8, 3, 1]"
12303,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",SCOT,45.872,85.86,0.04935,"[0.0, 77.62, 94.1]",0.6500000000000001,0.1,3,"[3, 8, 1]","[8, 3, 1]"
12304,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ECKART,45.872,87.95,0.05465,"[0.0, 90.0, 85.9]",0.6500000000000001,0.1,3,"[3, 8, 1]","[8, 3, 1]"
12305,"sim_T0.65s_d0.1_n3_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",HT,45.872,84.77,0.0467,"[0.0, 73.39, 96.15]",0.6500000000000001,0.1,3,"[3, 8, 1]","[8, 3, 1]"
12306,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",Classic,46.169,73.863,0.02367,"[0.0, 73.39, 73.39, 74.81]",0.6500000000000001,0.1,4,"[3, 8, 1]","[8, 3, 1]"
12307,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ROTH,46.169,73.297,0.02271,"[0.0, 77.62, 94.1, 48.17]",0.6500000000000001,0.1,4,"[3, 8, 1]","[8, 3, 1]"
12308,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",PHAT,46.169,84.5,0.04535,"[0.0, 77.62, 94.1, 81.78]",0.6500000000000001,0.1,4,"[3, 8, 1]","[8, 3, 1]"
12309,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",SCOT,46.169,84.5,0.04535,"[0.0, 77.62, 94.1, 81.78]",0.6500000000000001,0.1,4,"[3, 8, 1]","[8, 3, 1]"
12310,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ECKART,46.169,84.987,0.04651,"[0.0, 85.9, 85.9, 83.16]",0.6500000000000001,0.1,4,"[3, 8, 1]","[8, 3, 1]"
12311,"sim_T0.65s_d0.1_n4_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",HT,46.169,83.773,0.04364,"[0.0, 73.39, 96.15, 81.78]",0.6500000000000001,0.1,4,"[3, 8, 1]","[8, 3, 1]"
12312,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",Classic,46.469,73.477,0.02251,"[0.0, 73.39, 73.39, 74.81, 72.32]",0.6500000000000001,0.1,5,"[3, 8, 1]","[8, 3, 1]"
12313,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ROTH,46.469,77.985,0.03066,"[0.0, 77.62, 96.15, 48.17, 90.0]",0.6500000000000001,0.1,5,"[3, 8, 1]","[8, 3, 1]"
12314,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",PHAT,46.469,85.875,0.04793,"[0.0, 77.62, 94.1, 81.78, 90.0]",0.6500000000000001,0.1,5,"[3, 8, 1]","[8, 3, 1]"
12315,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",SCOT,46.469,85.875,0.04793,"[0.0, 77.62, 94.1, 81.78, 90.0]",0.6500000000000001,0.1,5,"[3, 8, 1]","[8, 3, 1]"
12316,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ECKART,46.469,83.408,0.04211,"[0.0, 85.9, 85.9, 83.16, 78.67]",0.6500000000000001,0.1,5,"[3, 8, 1]","[8, 3, 1]"
12317,"sim_T0.65s_d0.1_n5_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",HT,46.469,85.585,0.04722,"[0.0, 73.39, 96.15, 81.78, 91.02]",0.6500000000000001,0.1,5,"[3, 8, 1]","[8, 3, 1]"
12318,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",Classic,46.771,72.064,0.01974,"[0.0, 73.39, 73.39, 74.81, 72.32, 66.41]",0.6500000000000001,0.1,6,"[3, 8, 1]","[8, 3, 1]"
12319,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ROTH,46.771,101.446,0.09226,"[0.0, 77.62, 94.1, 180.0, 90.0, 65.51]",0.6500000000000001,0.1,6,"[3, 8, 1]","[8, 3, 1]"
12320,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",PHAT,46.771,81.802,0.03788,"[0.0, 77.62, 94.1, 81.78, 90.0, 65.51]",0.6500000000000001,0.1,6,"[3, 8, 1]","[8, 3, 1]"
12321,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",SCOT,46.771,81.802,0.03788,"[0.0, 77.62, 94.1, 81.78, 90.0, 65.51]",0.6500000000000001,0.1,6,"[3, 8, 1]","[8, 3, 1]"
12322,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ECKART,46.771,81.88,0.03804,"[0.0, 90.0, 85.9, 83.16, 78.67, 71.67]",0.6500000000000001,0.1,6,"[3, 8, 1]","[8, 3, 1]"
12323,"sim_T0.65s_d0.1_n6_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",HT,46.771,85.648,0.04665,"[0.0, 73.39, 96.15, 81.78, 91.02, 85.9]",0.6500000000000001,0.1,6,"[3, 8, 1]","[8, 3, 1]"
12324,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",Classic,47.077,70.182,0.01648,"[0.0, 73.39, 73.39, 74.81, 72.32, 66.41, 60.77]",0.6500000000000001,0.1,7,"[3, 8, 1]","[8, 3, 1]"
12325,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ROTH,47.077,100.448,0.08792,"[0.0, 77.62, 96.15, 180.0, 90.0, 65.51, 93.41]",0.6500000000000001,0.1,7,"[3, 8, 1]","[8, 3, 1]"
12326,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",PHAT,47.077,83.737,0.04148,"[0.0, 77.62, 94.1, 81.78, 90.0, 65.51, 93.41]",0.6500000000000001,0.1,7,"[3, 8, 1]","[8, 3, 1]"
12327,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",SCOT,47.077,83.737,0.04148,"[0.0, 77.62, 94.1, 81.78, 90.0, 65.51, 93.41]",0.6500000000000001,0.1,7,"[3, 8, 1]","[8, 3, 1]"
12328,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",ECKART,47.077,78.443,0.03037,"[0.0, 85.9, 85.9, 83.16, 78.67, 71.67, 65.36]",0.6500000000000001,0.1,7,"[3, 8, 1]","[8, 3, 1]"
12329,"sim_T0.65s_d0.1_n7_s[3.0,8.0,1.0]_m[8.0,3.0,1.0,]",HT,47.077,86.828,0.04877,"[0.0, 73.39, 96.15, 81.78, 91.02, 85.9, 92.73]",0.6500000000000001,0.1,7,"[3, 8, 1]","[8, 3, 1]"
12330,"sim_T0.65s_d0.1_n3_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",Classic,27.451,73.345,0.06501,"[0.0, 77.62, 69.07]",0.6500000000000001,0.1,3,"[1, 5, 1]","[5, 7, 1]"
12331,"sim_T0.65s_d0.1_n3_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ROTH,27.451,90.0,0.12075,"[0.0, 0.0, 180.0]",0.6500000000000001,0.1,3,"[1, 5, 1]","[5, 7, 1]"
12332,"sim_T0.65s_d0.1_n3_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",PHAT,27.451,132.95,0.34352,"[0.0, 85.9, 180.0]",0.6500000000000001,0.1,3,"[1, 5, 1]","[5, 7, 1]"
12333,"sim_T0.65s_d0.1_n3_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",SCOT,27.451,132.95,0.34352,"[0.0, 85.9, 180.0]",0.6500000000000001,0.1,3,"[1, 5, 1]","[5, 7, 1]"
12334,"sim_T0.65s_d0.1_n3_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ECKART,27.451,84.875,0.10178,"[0.0, 85.9, 83.85]",0.6500000000000001,0.1,3,"[1, 5, 1]","[5, 7, 1]"
12335,"sim_T0.65s_d0.1_n3_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",HT,27.451,81.78,0.0911,"[0.0, 81.78, 81.78]",0.6500000000000001,0.1,3,"[1, 5, 1]","[5, 7, 1]"
12336,"sim_T0.65s_d0.1_n4_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",Classic,27.759,73.833,0.06552,"[0.0, 77.62, 69.07, 74.81]",0.6500000000000001,0.1,4,"[1, 5, 1]","[5, 7, 1]"
12337,"sim_T0.65s_d0.1_n4_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ROTH,27.759,120.0,0.26261,"[0.0, 0.0, 180.0, 180.0]",0.6500000000000001,0.1,4,"[1, 5, 1]","[5, 7, 1]"
12338,"sim_T0.65s_d0.1_n4_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",PHAT,27.759,108.1,0.19922,"[0.0, 85.9, 180.0, 58.4]",0.6500000000000001,0.1,4,"[1, 5, 1]","[5, 7, 1]"
12339,"sim_T0.65s_d0.1_n4_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",SCOT,27.759,108.1,0.19922,"[0.0, 85.9, 180.0, 58.4]",0.6500000000000001,0.1,4,"[1, 5, 1]","[5, 7, 1]"
12340,"sim_T0.65s_d0.1_n4_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ECKART,27.759,85.21,0.10187,"[0.0, 90.0, 83.85, 81.78]",0.6500000000000001,0.1,4,"[1, 5, 1]","[5, 7, 1]"
12341,"sim_T0.65s_d0.1_n4_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",HT,27.759,63.92,0.04036,"[0.0, 81.78, 81.78, 28.2]",0.6500000000000001,0.1,4,"[1, 5, 1]","[5, 7, 1]"
12342,"sim_T0.65s_d0.1_n5_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",Classic,28.072,69.773,0.05367,"[0.0, 77.62, 69.07, 74.81, 57.59]",0.6500000000000001,0.1,5,"[1, 5, 1]","[5, 7, 1]"
12343,"sim_T0.65s_d0.1_n5_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ROTH,28.072,113.012,0.22268,"[0.0, 0.0, 180.0, 180.0, 92.05]",0.6500000000000001,0.1,5,"[1, 5, 1]","[5, 7, 1]"
12344,"sim_T0.65s_d0.1_n5_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",PHAT,28.072,104.087,0.17834,"[0.0, 85.9, 180.0, 58.4, 92.05]",0.6500000000000001,0.1,5,"[1, 5, 1]","[5, 7, 1]"
12345,"sim_T0.65s_d0.1_n5_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",SCOT,28.072,104.087,0.17834,"[0.0, 85.9, 180.0, 58.4, 92.05]",0.6500000000000001,0.1,5,"[1, 5, 1]","[5, 7, 1]"
12346,"sim_T0.65s_d0.1_n5_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ECKART,28.072,82.025,0.08984,"[0.0, 85.9, 83.85, 81.78, 76.57]",0.6500000000000001,0.1,5,"[1, 5, 1]","[5, 7, 1]"
12347,"sim_T0.65s_d0.1_n5_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",HT,28.072,71.208,0.05743,"[0.0, 81.78, 81.78, 28.2, 93.07]",0.6500000000000001,0.1,5,"[1, 5, 1]","[5, 7, 1]"
12348,"sim_T0.65s_d0.1_n6_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",Classic,28.393,64.928,0.0412,"[0.0, 77.62, 69.07, 74.81, 57.59, 45.55]",0.6500000000000001,0.1,6,"[1, 5, 1]","[5, 7, 1]"
12349,"sim_T0.65s_d0.1_n6_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ROTH,28.393,108.41,0.19761,"[0.0, 0.0, 180.0, 180.0, 92.05, 90.0]",0.6500000000000001,0.1,6,"[1, 5, 1]","[5, 7, 1]"
12350,"sim_T0.65s_d0.1_n6_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",PHAT,28.393,101.27,0.16392,"[0.0, 85.9, 180.0, 58.4, 92.05, 90.0]",0.6500000000000001,0.1,6,"[1, 5, 1]","[5, 7, 1]"
12351,"sim_T0.65s_d0.1_n6_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",SCOT,28.393,101.27,0.16392,"[0.0, 85.9, 180.0, 58.4, 92.05, 90.0]",0.6500000000000001,0.1,6,"[1, 5, 1]","[5, 7, 1]"
12352,"sim_T0.65s_d0.1_n6_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",ECKART,28.393,79.362,0.08018,"[0.0, 90.0, 83.85, 81.78, 76.57, 64.61]",0.6500000000000001,0.1,6,"[1, 5, 1]","[5, 7, 1]"
12353,"sim_T0.65s_d0.1_n6_s[1.0,5.0,1.0]_m[5.0,7.0,1.0,]",HT,28.393,62.488,0.03588,"[0.0, 81.78, 81.78, 28.2, 93.07, 27.61]",0.6500000000000001,0.1,6,"[1, 5, 1]","[5, 7, 1]"
